_id,num,raredisease_title_KO,raredisease_title_ENG,KCD_code,special_calculation,support_text[0]
6630ad8f12d98428f3f816cc,1068,POU3F3 관련 장애 (Snijders Blok-Fisher 증후군),POU3F3-related disorder (Snijders Blok-Fisher syndrome),없음,V900,의료비(급여부분)
6630ad9012d98428f3f816cd,1067,PPP2R5D 관련 장애,PPP2R5D-related disorder,없음,V900,의료비(급여부분)
6630ad9112d98428f3f816ce,1066,PTEN 과오종 종양 증후군,PTEN Hamartoma Tumor Syndrome (PHTS),없음,V900,의료비(급여부분)
6630ad9212d98428f3f816cf,1065,RANBP2 관련 급성 뇌병증,RANBP2 related acute encephalopathy,없음,V900,의료비(급여부분)
6630ad9312d98428f3f816d0,1064,Schimke 면역-골 형성이상,Schimke immunosseous dysplasia (SIOD),없음,V900,의료비(급여부분)
6630ad9412d98428f3f816d1,1063,T- 및 B-세포수가 감소된 중증복합면역결핍,Severe combined immunodeficiency [SCID] with low T-and B-cell numbers,D81.1,V111,의료비(급여부분)
6630ad9512d98428f3f816d2,1062,TRPM3 관련 장애,TRPM3 reIated disorder,없음,V900,의료비(급여부분)
6630ad9712d98428f3f816d3,1061,Vici 증후군,Vici syndrome,없음,V900,의료비(급여부분)
6630ad9812d98428f3f816d4,1060,WAGR 증후군(11번 염색체 단완의 13부분 결손),WAGR syndrome(Deletion 11p13),없음,V900,의료비(급여부분)
6630ad9912d98428f3f816d5,1059,X 염색체장완의 28부분의 중복 증후군,Chromosome Xq28 duplication syndrome,없음,V901,의료비(급여부분)
6630ad9a12d98428f3f816d6,1058,X-연관 림프증식성 질환,X-linked lymphoproliferative disease,D82.3,V111,의료비(급여부분)
6630ad9b12d98428f3f816d7,1057,X-연관 세포사멸사 억제인자 결핍,X-linked inhibitor of apoptosis deficiency,없음,V900,의료비(급여부분)
6630ad9c12d98428f3f816d8,1056,X-연관 연소성 망막분리,X-linked juvenile retinoschisis,Q14.1,V900,의료비(급여부분)
6630ad9d12d98428f3f816d9,1055,X-연관 열성 척수소뇌성 운동실조,X-linked recessive spinocerebellar ataxia,G11.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ad9e12d98428f3f816da,1054,X-연관 우성 연골형성이상,X-linked dominant chondrodysplasia,Q77.3,V228,의료비(급여부분)
6630ad9f12d98428f3f816db,1053,X-연관무감마글로불린혈증[브루톤](성장호르몬결핍을 동반),X-linked agammaglobulinaemia [Bruton] (with growth hormone deficiency),D80.0,V111,의료비(급여부분)
6630ada012d98428f3f816dc,1052,X-연관비늘증,X-linked ichthyosis,Q80.1,V300,의료비(급여부분)
6630ada112d98428f3f816dd,1051,X-연관비늘증; 스테로이드설파타제결핍,X-linked ichthyosis; steroid sulfatase deficiency,Q80.1,V300,의료비(급여부분)
6630ada212d98428f3f816de,1050,X연관 정신지체-저긴장성 얼굴증후군,X-linked mental retardation-hypotonic facies syndrome,없음,V900,의료비(급여부분)
6630ada312d98428f3f816df,1049,X염색체 장완의 중복 증후군,Xq duplication syndrome,없음,V901,의료비(급여부분)
6630ada412d98428f3f816e0,1048,ZTTK 증후군,Zhu-Tokita-Takenouchi-Kim [ZTTK] syndrome,없음,V900,의료비(급여부분)
6630ada612d98428f3f816e1,1047,Ⅰ형 점액다당류증,"Mucopolysaccharidosis, type Ⅰ",E76.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ada712d98428f3f816e2,1046,Ⅱ형 점액다당류증,"Mucopolysaccharidosis, type Ⅱ",E76.1,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ada812d98428f3f816e3,1045,"Ⅲ, Ⅳ, Ⅵ, Ⅶ형 점액다당류증","Mucopolysaccharidosis, types Ⅲ, Ⅳ, Ⅵ, Ⅶ",E76.2,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ada912d98428f3f816e4,1044,가부키 증후군,Kabuki syndrome,Q87.0,V900,의료비(급여부분)
6630adaa12d98428f3f816e5,1043,가브리엘레 드 브리스 증후군,Gabriele-de Vries syndrome,없음,V900,의료비(급여부분)
6630adab12d98428f3f816e6,1042,가성 연골무형성 형성이상,Pseudoachondroplastic dysplasia,Q78.9,V900,의료비(급여부분)
6630adac12d98428f3f816e7,1041,가성 장 폐색,Intestinal pseudo-obstruction,K56.0,V312,의료비(급여부분)
6630adad12d98428f3f816e8,1040,가족성 부신코티코이드결핍,Familial glucocorticoid deficiency,E27.1,V116,의료비(급여부분)
6630adae12d98428f3f816e9,1039,가족성 운동신경세포병,Familial motor neuron disease,G12.20,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630adaf12d98428f3f816ea,1038,가족성 저인산혈증,Familial hypophosphataemia,E83.3,V189,의료비(급여부분)
6630adb012d98428f3f816eb,1037,가족성 저형성빈혈,Familial hypoplastic anaemia,D61.0,V023,의료비(급여부분)
6630adb112d98428f3f816ec,1036,가족성 지중해열,Familial Mediterranean fever,E85.0,V121,의료비(급여부분)
6630adb212d98428f3f816ed,1035,가족성 칸디다증,Familial candidiasis,없음,V900,의료비(급여부분)
6630adb412d98428f3f816ee,1034,가족성 혈구탐식세망증,Familial haemophagocytic reticulosis,D76.1,V110,의료비(급여부분)
6630adb512d98428f3f816ef,1033,가족성 흉부 대동맥동맥류 및 박리,Familial thoracic aortic aneurysm and dissection,없음,V900,의료비(급여부분)
6630adb612d98428f3f816f0,1032,가족성선종성폴립증,Familial adenomatous polyposis,D12.6,V281,의료비(급여부분)
6630adb712d98428f3f816f1,1031,각막결막염을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with keratoconjunctivitis,M35.0,V139,의료비(급여부분)
6630adb812d98428f3f816f2,1030,간인산화효소결핍,Liver phosphorylase deficiency,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분"
6630adb912d98428f3f816f3,1029,갈락토스대사장애,Disorders of galactose metabolism,E74.2,V117,의료비(급여부분)
6630adba12d98428f3f816f4,1028,갈락토스혈증,Galactosaemia,E74.2,V117,의료비(급여부분)
6630adbb12d98428f3f816f5,1027,갈락토카이네이스결핍,Galactokinase deficiency,E74.2,V117,의료비(급여부분)
6630adbc12d98428f3f816f6,1026,갈로웨이-모왓 증후군,Galloway Mowat syndrome,없음,V900,의료비(급여부분)
6630adbd12d98428f3f816f7,1025,감마글루타밀회로의 장애,Disorders of γ-glutamyl cycle,E72.8,V117,의료비(급여부분)
6630adbe12d98428f3f816f8,1024,강글리오시드증 NOS,Gangliosidosis NOS,E75.1,V117,의료비(급여부분)
6630adbf12d98428f3f816f9,1023,강직인간증후군,Stiff-person[man] syndrome,G25.8,V900,의료비(급여부분)
6630adc112d98428f3f816fa,1022,"강직척추염, 경부","Ankylosing spondylitis, cervical region",M45.2,V140,의료비(급여부분)
6630adc212d98428f3f816fb,1021,"강직척추염, 경흉추부","Ankylosing spondylitis, cervicothoracic region",M45.3,V140,의료비(급여부분)
6630adc312d98428f3f816fc,1020,"강직척추염, 요천부","Ankylosing spondylitis, lumbosacral region",M45.7,V140,의료비(급여부분)
6630adc412d98428f3f816fd,1019,"강직척추염, 요추부","Ankylosing spondylitis, lumbar region",M45.6,V140,의료비(급여부분)
6630adc512d98428f3f816fe,1018,"강직척추염, 척추의 여러 부위","Ankylosing spondylitis, multiple sites in spine",M45.0,V140,의료비(급여부분)
6630adc612d98428f3f816ff,1017,"강직척추염, 천추 및 천미추부","Ankylosing spondylitis, sacral and sacrococcygeal region",M45.8,V140,의료비(급여부분)
6630adc712d98428f3f81700,1016,"강직척추염, 후두환축부","Ankylosing spondylitis, occipito-atlanto-axial region",M45.1,V140,의료비(급여부분)
6630adc812d98428f3f81701,1015,"강직척추염, 흉요추부","Ankylosing spondylitis, thoracolumbar region",M45.5,V140,의료비(급여부분)
6630adc912d98428f3f81702,1014,"강직척추염, 흉추부","Ankylosing spondylitis, thoracic region",M45.4,V140,의료비(급여부분)
6630adca12d98428f3f81703,1013,거대뇌증-모세혈관 기형-다발미세이랑 증후군,Megalencephaly-capillary malformation-polymicrogyria syndrome,없음,V900,의료비(급여부분)
6630adcb12d98428f3f81704,1012,거대방광-미세결장-장연동저하 증후군(MMIHS),Megacystis-microcolon-intestinal hypoperistalsis syndrome (MMIHS),없음,V900,의료비(급여부분)
6630adcd12d98428f3f81705,1011,거의 정상의 면역글로불린 또는 고면역글로불린혈증을 동반한 항체결핍,Antibody deficiency with near-normal immunoglobulins or with hyperimmunoglobulinaemia,D80.6,V111,의료비(급여부분)
6630adce12d98428f3f81706,1010,거짓 부갑상선기능저하증,Pseudohypoparathyroidism,E20.1,V900,의료비(급여부분)
6630adcf12d98428f3f81707,1009,거짓근긴장증,Pseudomyotonia,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630add012d98428f3f81708,1008,건조증후군[쉐그렌],Sicca syndrome[Sjögren],M35.0,V139,의료비(급여부분)
6630add112d98428f3f81709,1007,결절성 경화증,Tuberous sclerosis,Q85.1,V204,의료비(급여부분)
6630add212d98428f3f8170a,1006,결절성 다발동맥염,Polyarteritis nodosa,M30.0,V134,의료비(급여부분)
6630add312d98428f3f8170b,1005,고라이신혈증,Hyperlysinaemia,E72.3,V117,의료비(급여부분)
6630add412d98428f3f8170c,1004,고류신-이소류신혈증,Hyperleucine-isoleucinaemia,E71.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥"
6630add512d98428f3f8170d,1003,고린-샤우드리-모스 증후군,Gorlin-Chaudhry-Moss syndrome,Q87.0,V185,의료비(급여부분)
6630add612d98428f3f8170e,1002,고린증후군,Gorlin syndrome,없음,V900,의료비(급여부분)
6630add712d98428f3f8170f,1001,고면역글로불린E증후군,Hyperimmunoglobulin E [IgE] syndrome,D82.4,V111,의료비(급여부분)
6630add812d98428f3f81710,1000,고밀도침착병을 동반한 신증후군,Nephrotic syndrome with dense deposit disease,N04.6,V263,의료비(급여부분)
6630add912d98428f3f81711,999,고발린혈증,Hypervalinaemia,E71.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥"
6630adda12d98428f3f81712,998,고쉐병,Gaucher’s disease,E75.2,V117,의료비(급여부분)
6630addc12d98428f3f81713,997,고암모니아혈증,Hyperammonaemia,E72.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥"
6630addd12d98428f3f81714,996,고양이울음증후군,Cri-du-chat syndrome,Q93.4,V205,의료비(급여부분)
6630adde12d98428f3f81715,995,고전적 페닐케톤뇨증,Classical phenylketonuria,E70.0,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥"
6630addf12d98428f3f81716,994,고전적 혈우병,Classical haemophilia,D66,V009,의료비(급여부분)
6630ade012d98428f3f81717,993,"고프롤린혈증(Ⅰ, Ⅱ형)","Hyperprolinaemia (typesⅠ, Ⅱ)",E72.5,V117,의료비(급여부분)
6630ade112d98428f3f81718,992,고하이드록시프롤린혈증,Hyperhydroxyprolinaemia,E72.5,V117,의료비(급여부분)
6630ade212d98428f3f81719,991,고함-스타우트 병,Gorham-Stout disease (GSD),없음,V900,의료비(급여부분)
6630ade312d98428f3f8171a,990,고호모시스테인혈증,Hyperhomocysteinemia,E72.1,V117,의료비(급여부분)
6630ade412d98428f3f8171b,989,"골간단연골형성이상, 슈미드형","Metaphyseal chondrodysplasia, Schmid type",Q78.5,V900,의료비(급여부분)
6630ade512d98428f3f8171c,988,골간병적조직연결,Diaphyseal aclasis,Q78.6,V242,의료비(급여부분)
6630ade612d98428f3f8171d,987,골덴하 증후군,Goldenhar syndrome,Q87.0,V185,의료비(급여부분)
6630ade712d98428f3f8171e,986,골드베르그-쉬프린첸 증후군,Goldberg-Shprintzen syndrome,없음,V900,의료비(급여부분)
6630ade812d98428f3f8171f,985,골수형성저하,Medullary hypoplasia,D61.9,V023,의료비(급여부분)
6630adea12d98428f3f81720,984,골취약증,Fragilitas ossium,Q78.0,V183,의료비(급여부분)
6630adeb12d98428f3f81721,984,골취약증,Osteopsathyrosis,Q78.0,V183,의료비(급여부분)
6630adec12d98428f3f81722,982,골츠 증후군,Goltz syndrome,없음,V900,의료비(급여부분)
6630aded12d98428f3f81723,981,골화석증,Osteopetrosis,Q78.2,V229,의료비(급여부분)
6630adee12d98428f3f81724,980,공통가변성 무감마글로불린혈증,Common variable agammaglobulinaemia [CVAgamma],D80.1,V111,의료비(급여부분)
6630adef12d98428f3f81725,979,관상골 및 척추의 성장결손을 동반한 기타 골연골형성이상,Other osteochondrodysplasia with defects of growth of tubular bones and spine,Q77.8,V228,의료비(급여부분)
6630adf012d98428f3f81726,978,관상골 및 척추의 성장결손을 동반한 상세불명의 골연골형성이상,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",Q77.9,V228,의료비(급여부분)
6630adf112d98428f3f81727,977,관상동맥혈관의 기형,Malformation of coronary vessels,Q24.5,V148,의료비(급여부분)
6630adf212d98428f3f81728,976,괴사성 호흡기육아종증,Necrotizing respiratory granulomatosis,M31.3,V135,의료비(급여부분)
6630adf312d98428f3f81729,975,교차증후군,Cross syndrome,E70.3,V117,의료비(급여부분)
6630adf412d98428f3f8172a,974,구리대사장애,Disorders of copper metabolism,E83.0,V119,의료비(급여부분)
6630adf512d98428f3f8172b,973,구축-발달지연-피에르 로빈 증후군(5장완23 미세결손 증후군),Contractures-developmental delay-Pierre Robin syndrome (5q23 microdeletion syndrome),없음,V900,의료비(급여부분)
6630adf712d98428f3f8172c,972,국소적 아밀로이드증,Localized amyloidosis,E85.4,V121,의료비(급여부분)
6630adf812d98428f3f8172d,971,굴지 형성이상,Campomelic dysplasia,Q87.1,V900,의료비(급여부분)
6630adf912d98428f3f8172e,970,굿파스쳐증후군,Goodpasture’s syndrome,M31.0,V135,의료비(급여부분)
6630adfa12d98428f3f8172f,969,궤양성 (만성) 범결장염,Ulcerative (chronic) pancolitis,K51.0,V131,의료비(급여부분)
6630adfb12d98428f3f81730,968,궤양성 (만성) 직장염,Ulcerative (chronic) proctitis,K51.2,V131,의료비(급여부분)
6630adfc12d98428f3f81731,967,귓바퀴-관절돌기 증후군 2,Auriculo-condylar syndrome 2,없음,V900,의료비(급여부분)
6630adfd12d98428f3f81732,966,그레이혈소판증후군,Grey platelet syndrome,D69.1,V106,의료비(급여부분)
6630adfe12d98428f3f81733,965,근골격계통의 기타 선천기형,Other congenital malformations of musculoskeletal system,Q79.8,V155,의료비(급여부분)
6630adff12d98428f3f81734,964,근골격계통의 상세불명의 선천기형,"Congenital malformation of musculoskeletal system, unspecified",Q79.9,V155,의료비(급여부분)
6630ae0012d98428f3f81735,963,근골격계통의 선천변형 NOS,Congenital deformity of musculoskeletal system NOS,Q79.9,V155,의료비(급여부분)
6630ae0112d98428f3f81736,962,근골격계통의 선천이상 NOS,Congenital anomaly of musculoskeletal system NOS,Q79.9,V155,의료비(급여부분)
6630ae0212d98428f3f81737,961,근긴장디스트로피[스타이너트],Dystrophia myotonica[Steinert],G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae0412d98428f3f81738,960,근긴장이상을 동반한 고망간혈증,Hypermanganesemia with dystonia,없음,V900,의료비(급여부분)
6630ae0512d98428f3f81739,959,근긴장장애,Myotonic disorders,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae0612d98428f3f8173a,958,근디스트로피,Muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae0712d98428f3f8173b,957,근병증을 동반한 전신경화증,Systemic sclerosis with myopathy,M34.8,V138,의료비(급여부분)
6630ae0812d98428f3f8173c,956,근병증을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with myopathy,M35.0,V139,의료비(급여부분)
6630ae0912d98428f3f8173d,955,근섬유의 특정 형태이상을 동반한 선천성 근디스트로피,Congenital muscular dystrophy with specific morphological abnormalities of the muscle fibre,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae0a12d98428f3f8173e,954,근섬유형 불균형,Fibre-type disproportion,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae0b12d98428f3f8173f,953,근세관성 (중심핵성) 근병증,Myotubular (centronuclear) myopathy,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae0c12d98428f3f81740,952,근육의 결여,Absence of muscle,Q79.8,V155,의료비(급여부분)
6630ae0d12d98428f3f81741,951,근육카르니틴팔미틸트란스퍼레이스결핍,Muscle carnitine palmityltransferase deficiency,E71.3,V117,의료비(급여부분)
6630ae0e12d98428f3f81742,950,글라스증후군,Glass syndrome,없음,V900,의료비(급여부분)
6630ae0f12d98428f3f81743,949,글라이신대사장애,Disorders of glycine metabolism,E72.5,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥"
6630ae1012d98428f3f81744,948,글란즈만병,Glanzmann’s disease,D69.1,V106,의료비(급여부분)
6630ae1212d98428f3f81745,947,글루타르산뇨,Glutaric aciduria,E72.3,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥"
6630ae1312d98428f3f81746,946,글리코젠축적병,Glycogen storage disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분"
6630ae1412d98428f3f81747,945,글리코젠축적병 1b형 A,Glycogen storage disease 1b type A,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분"
6630ae1512d98428f3f81748,944,글리코젠합성효소결핍,Glycogen synthase deficiency,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분"
6630ae1612d98428f3f81749,943,급성 간헐성 (간성) 포르피린증,Acute intermittent(hepatic) porphyria,E80.2,V118,의료비(급여부분)
6630ae1712d98428f3f8174a,942,기관 또는 계통 침범을 동반한 전신홍반루푸스,Systemic lupus erythematosus with organ or system involvement,M32.1,V136,의료비(급여부분)
6630ae1812d98428f3f8174b,941,기관한정아밀로이드증,Organ-limited amyloidosis,E85.4,V121,의료비(급여부분)
6630ae1912d98428f3f8174c,940,기타 고페닐알라닌혈증,Other hyperphenylalaninaemias,E70.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥"
6630ae1a12d98428f3f8174d,939,기타 궤양성 대장염,Other ulcerative colitis,K51.8,V131,의료비(급여부분)
6630ae1b12d98428f3f8174e,938,기타 뇌전증지속상태,Other status epilepticus,G41.8,V125,의료비(급여부분)
6630ae1c12d98428f3f8174f,937,기타 및 복합부위의 사르코이드증,Sarcoidosis of other and combined sites,D86.8,V111,의료비(급여부분)
6630ae1d12d98428f3f81750,936,기타 뼈의 파젯병,Paget’s disease of other bones,M88.8,V213,의료비(급여부분)
6630ae1e12d98428f3f81751,935,기타 유전성 운동실조,Other hereditary ataxias,G11.8,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae1f12d98428f3f81752,934,기타 유전성 척수성 근위축,Other inherited spinal muscular atrophy,G12.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae2112d98428f3f81753,933,기타 응고인자의 유전성 결핍,Hereditary deficiency of other clotting factors,D68.2,V009,의료비(급여부분)
6630ae2212d98428f3f81754,932,기타 척수성 근위축 및 관련 증후군,Other spinal muscular atrophies and related syndromes,G12.8,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae2312d98428f3f81755,931,기타 피부근염,Other dermatomyositis,M33.1,V137,의료비(급여부분)
6630ae2412d98428f3f81756,930,기형을 동반한 범혈구감소증,Pancytopenia with malformations,D61.0,V023,의료비(급여부분)
6630ae2512d98428f3f81757,929,긴QT증후군,Long QT syndrome,I49.82,V296,의료비(급여부분)
6630ae2612d98428f3f81758,928,긴장-간대성 뇌전증지속상태,Tonic-clonic status epilepticus,G41.0,V125,의료비(급여부분)
6630ae2712d98428f3f81759,927,길랭-바레증후군,Guillain-Barré syndrome,G61.0,V126,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae2812d98428f3f8175a,926,나팔꽃 증후군,Morning glory syndrome,Q14.2,V900,의료비(급여부분)
6630ae2912d98428f3f8175b,925,낙엽천포창,Pemphigus foliaceus,L10.2,V210,의료비(급여부분)
6630ae2a12d98428f3f8175c,924,난청-뇌병증-유사 리이를 동반한 3-메틸클루타코닉 산뇨 (MEGDEL) 증후군,3-methylglutaconic aciduria with deafness-encephalopathy-Leigh-like(MEGDEL) syndrome,없음,V900,의료비(급여부분)
6630ae2b12d98428f3f8175d,923,낭성 섬유증에서의 태변장폐색,Meconium ileus in cystic fibrosis,E84.1,V120,의료비(급여부분)
6630ae2d12d98428f3f8175e,922,내연골종증,Enchondromatosis,Q78.4,V230,의료비(급여부분)
6630ae2e12d98428f3f8175f,921,네말린근병증,Nemaline myopathy,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae2f12d98428f3f81760,920,네젤로프증후군,Nezelof’s syndrome,D81.4,V111,의료비(급여부분)
6630ae3012d98428f3f81761,919,넬슨증후군,Nelson’s syndrome,E24.1,V114,의료비(급여부분)
6630ae3112d98428f3f81762,918,노년성 황반변성(삼출성),Senile macular degeneration (exudative),H35.31,V201,의료비(급여부분)
6630ae3212d98428f3f81763,917,노리에병,Norrie disease,없음,V900,의료비(급여부분)
6630ae3312d98428f3f81764,916,노출림프구증후군,Bare lymphocyte syndrome,D81.6,V111,의료비(급여부분)
6630ae3412d98428f3f81765,915,뇌-폐-갑상선 증후군,Brain-lung-thyroid syndrome,없음,V900,의료비(급여부분)
6630ae3512d98428f3f81766,914,뇌간(∼의) 다발경화증,Multiple sclerosis (of) brain stem,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae3612d98428f3f81767,913,뇌전증 압상스지속상태,Epileptic absence status,G41.1,V125,의료비(급여부분)
6630ae3712d98428f3f81768,912,뇌전증에 동반된 후천성 실어증(失語症)[란다우-클레프너],Acquired aphasia with epilepsy [Landau-Kleffner],F80.3,V256,의료비(급여부분)
6630ae3812d98428f3f81769,911,뇌하수체 부신피질자극호르몬의 과다생산,Overproduction of pituitary ACTH,E24.0,V114,의료비(급여부분)
6630ae3912d98428f3f8176a,910,뇌하수체-의존 부신피질기능항진증,Pituitary-dependent hyperadrenocorticism,E24.0,V114,의료비(급여부분)
6630ae3a12d98428f3f8176b,909,뇌하수체-의존 쿠싱병,Pituitary-dependent Cushing’s disease,E24.0,V114,의료비(급여부분)
6630ae3c12d98428f3f8176c,908,뇌하수체의 양성 신생물,Benign neoplasm of pituitary gland,D35.2,V162,의료비(급여부분)
6630ae3d12d98428f3f8176d,907,누난 증후군,Noonan syndrome,Q87.1,V158,의료비(급여부분)
6630ae3e12d98428f3f8176e,906,눈 근디스트로피,Ocular muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae3f12d98428f3f8176f,905,눈백색증,Ocular albinism,E70.3,V117,의료비(급여부분)
6630ae4012d98428f3f81770,904,눈인두성 근디스트로피,Oculopharyngeal muscular dystrophy,G71.0,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae4112d98428f3f81771,903,눈피부백색증,Oculocutaneous albinism,E70.3,V117,의료비(급여부분)
6630ae4212d98428f3f81772,902,니만-픽병,Niemann-Pick’s disease,E75.2,V117,의료비(급여부분)
6630ae4312d98428f3f81773,901,니콜라이데스-바라이서 증후군,Nicolaides-Baraitser syndrome,없음,V900,의료비(급여부분)
6630ae4412d98428f3f81774,900,다골성 섬유성 형성이상,Polyostotic fibrous dysplasia,Q78.1,V154,의료비(급여부분)
6630ae4512d98428f3f81775,899,"다낭성 신장, 보통염색체열성","Polycystic kidney, autosomal recessive",Q61.1,V264,의료비(급여부분)
6630ae4612d98428f3f81776,898,"다낭성 신장, 보통염색체우성","Polycystic kidney, autosomal dominant",Q61.2,V264,의료비(급여부분)
6630ae4712d98428f3f81777,897,"다낭성 신장, 영아형","Polycystic kidney, infantile type",Q61.1,V264,의료비(급여부분)
6630ae4812d98428f3f81778,896,다논 병,Danon disease,없음,V900,의료비(급여부분)
6630ae4912d98428f3f81779,895,다발경화증,Multiple sclerosis,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae4a12d98428f3f8177a,894,다발경화증 NOS,Multiple sclerosis (of) NOS,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae4c12d98428f3f8177b,893,다발근염,Polymyositis,M33.2,V137,의료비(급여부분)
6630ae4d12d98428f3f8177c,892,다발미세이랑증,Polymicrogyria,Q04.3,V900,의료비(급여부분)
6630ae4e12d98428f3f8177d,891,다발선천외골증,Multiple congenital exostoses,Q78.6,V242,의료비(급여부분)
6630ae4f12d98428f3f8177e,890,다발선천이상-근긴장저하-발작 증후군,Multiple congenital anomalies-hypotonia-seizures syndrome,없음,V900,의료비(급여부분)
6630ae5012d98428f3f8177f,889,다발성 골단 형성이상,Multiple epiphyseal dysplasia,Q77.3,V900,의료비(급여부분)
6630ae5112d98428f3f81780,888,다발심 병,Multicore disease,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ae5212d98428f3f81781,887,다중심성 골용해-결정증-관절병증 [MONA],Multicentric osteolysis- nodulosis-arthropathy [MONA],없음,V900,의료비(급여부분)
6630ae5312d98428f3f81782,886,다초점 섬유경화증,Multifocal fibrosclerosis,M35.5,V139,의료비(급여부분)
6630ae5412d98428f3f81783,885,다초점 운동신경병증,Multifocal Motor Neuropathy,G61.8,V126,의료비(급여부분)
6630ae5512d98428f3f81784,884,다케노우치-코사키 증후군,Takenouchi-Kosaki syndrome,없음,V900,의료비(급여부분)
6630ae5612d98428f3f81785,883,다형핵호중구의 기능장애,Functional disorders of polymorphonuclear neutrophils,D71,V109,의료비(급여부분)
6630ae5812d98428f3f81786,882,단백질C결핍,Protein C deficiency,D68.5,V900,의료비(급여부분)
6630ae5912d98428f3f81787,881,단백질S결핍,Protein S deficiency,D68.5,V900,의료비(급여부분)
6630ae5a12d98428f3f81788,880,단순 수포성 표피박리증,Epidermolysis bullosa simplex,Q81.0,V900,의료비(급여부분)
6630ae5b12d98428f3f81789,879,"단신, 시신경 위축 및 펠거-휴엣 이상 증후군","Short stature, optic atrophy and Pelger-Huët anomaly syndrome",없음,V900,의료비(급여부분)
6630ae5c12d98428f3f8178a,878,단안증,Cyclopia,Q87.0,V185,의료비(급여부분)
6630ae5d12d98428f3f8178b,877,단일심실,Single ventricle,Q20.4,V225,의료비(급여부분)
6630ae5e12d98428f3f8178c,876,단일유전자성 홍반성루푸스,Monogenic lupus erythematosus,없음,V900,의료비(급여부분)
6630ae5f12d98428f3f8178d,875,단풍시럽뇨병,Maple-syrup-urine disease,E71.0,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥"
6630ae6012d98428f3f8178e,874,단핵탐식세포의 조직구증,Histiocytoses of mononuclear phagocytes,D76.1,V110,의료비(급여부분)
6630ae6112d98428f3f8178f,873,달리 분류되지 않은 미토콘드리아근병증,"Mitochondrial myopathy, NEC",G71.3,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
