"시·군·구별","성별","자격별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"수원시팔달구","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","475","496","575","605","669","682","733","820","818","919",
"수원시팔달구","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","103920","104246","102615","102155","100171","94672","93836","92876","96801","102151",
"수원시팔달구","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","91572","91274","89185","88412","85773","80406","78967","77090","79999","84231",
"수원시팔달구","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","12348","12972","13430","13743","14398","14266","14869","15786","16802","17920",
"수원시팔달구","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","101251","101614","99688","99311","97444","92127","91364","90396","94386","99689",
"수원시팔달구","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","90007","89785","87512","86803","84283","79025","77654","75808","78759","82967",
"수원시팔달구","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","11244","11829","12176","12508","13161","13102","13710","14588","15627","16722",
"수원시팔달구","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","296","279","286","248","226","216","214","195","166","180",
"수원시팔달구","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","217","194","199","163","141","130","124","108","92","99",
"수원시팔달구","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","79","85","87","85","85","86","90","87","74","81",
"수원시팔달구","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2373","2353","2641","2596","2501","2329","2258","2285","2249","2282",
"수원시팔달구","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1348","1295","1474","1446","1349","1251","1189","1174","1148","1165",
"수원시팔달구","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1025","1058","1167","1150","1152","1078","1069","1111","1101","1117",
"수원시영통구","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","314785","334072","340401","346710","356272","362345","375240","376419","372592","370107",
"수원시영통구","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","299362","317074","322158","327428","335047","339225","350056","349041","343571","339447",
"수원시영통구","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","15423","16998","18243","19282","21225","23120","25184","27378","29021","30660",
"수원시영통구","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","313287","332501","338408","344656","354218","360303","372983","374152","370355","367917",
"수원시영통구","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","298348","316030","320754","325972","333621","337850","348610","347602","342183","338123",
"수원시영통구","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14939","16471","17654","18684","20597","22453","24373","26550","28172","29794",
"수원시영통구","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","222","209","222","201","197","220","234","231","213","201",
"수원시영통구","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","145","131","148","130","123","140","145","136","123","123",
"수원시영통구","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","77","78","74","71","74","80","89","95","90","78",
"수원시영통구","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1276","1362","1771","1853","1857","1822","2023","2036","2024","1989",
"수원시영통구","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","869","913","1256","1326","1303","1235","1301","1303","1265","1201",
"수원시영통구","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","407","449","515","527","554","587","722","733","759","788",
"수원시영통구","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","159196","168870","171937","174664","179605","182481","188783","189224","187034","185844",
"수원시영통구","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","153200","162112","164564","166811","170822","172783","178139","177568","174449","172351",
"수원시영통구","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5996","6758","7373","7853","8783","9698","10644","11656","12585","13493",
"수원시영통구","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","158574","168211","171110","173810","178744","181607","187808","188239","186046","184879",
"수원시영통구","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","152724","161616","163917","166152","170172","172135","177435","176863","173756","171696",
"수원시영통구","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5850","6595","7193","7658","8572","9472","10373","11376","12290","13183",
"수원시영통구","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","104","94","98","86","81","89","86","82","73","69",
"수원시영통구","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","73","67","74","61","55","61","57","53","46","44",
"수원시영통구","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","31","27","24","25","26","28","29","29","27","25",
"수원시영통구","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","518","565","729","768","780","785","889","903","915","896",
"수원시영통구","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","403","429","573","598","595","587","647","652","647","611",
"수원시영통구","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","115","136","156","170","185","198","242","251","268","285",
"수원시영통구","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","155589","165202","168464","172046","176667","179864","186457","187195","185558","184263",
"수원시영통구","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","146162","154962","157594","160617","164225","166442","171917","171473","169122","167096",
"수원시영통구","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","9427","10240","10870","11429","12442","13422","14540","15722","16436","17167",
"수원시영통구","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","154713","164290","167298","170846","175474","178696","185175","185913","184309","183038",
"수원시영통구","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","145624","154414","156837","159820","163449","165715","171175","170739","168427","166427",
"수원시영통구","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","9089","9876","10461","11026","12025","12981","14000","15174","15882","16611",
"수원시영통구","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","118","115","124","115","116","131","148","149","140","132",
"수원시영통구","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","72","64","74","69","68","79","88","83","77","79",
"수원시영통구","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","46","51","50","46","48","52","60","66","63","53",
"수원시영통구","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","758","797","1042","1085","1077","1037","1134","1133","1109","1093",
"수원시영통구","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","466","484","683","728","708","648","654","651","618","590",
"수원시영통구","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","292","313","359","357","369","389","480","482","491","503",
"성남시수정구","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","229061","225936","221817","236345","241473","239127","242358","248810","245152","241257",
"성남시수정구","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","203406","199148","193916","206400","209303","205545","206345","209903","204864","198971",
"성남시수정구","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","25655","26788","27901","29945","32170","33582","36013","38907","40288","42286",
"성남시수정구","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","223031","220041","215306","229373","234466","232027","234938","241189","237650","233534",
"성남시수정구","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","199458","195313","189653","201793","204756","201006","201680","205238","200384","194564",
"성남시수정구","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","23573","24728","25653","27580","29710","31021","33258","35951","37266","38970",
"성남시수정구","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","382","381","372","358","294","296","277","274","254","231",
"성남시수정구","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","255","248","234","226","165","172","157","152","146","125",
"성남시수정구","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","127","133","138","132","129","124","120","122","108","106",
"성남시수정구","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5648","5514","6139","6614","6713","6804","7143","7347","7248","7492",
"성남시수정구","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3693","3587","4029","4381","4382","4367","4508","4513","4334","4282",
"성남시수정구","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1955","1927","2110","2233","2331","2437","2635","2834","2914","3210",
"성남시수정구","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","116286","114640","112614","119470","121965","120595","122310","125661","124105","122356",
"성남시수정구","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","105313","103203","100596","106567","107957","105940","106555","108511","106331","103575",
"성남시수정구","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10973","11437","12018","12903","14008","14655","15755","17150","17774","18781",
"성남시수정구","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","113582","111954","109609","116249","118652","117202","118685","121867","120295","118410",
"성남시수정구","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","103291","101198","98377","104188","105559","103512","104023","105927","103789","101067",
"성남시수정구","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10291","10756","11232","12061","13093","13690","14662","15940","16506","17343",
"성남시수정구","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","216","215","212","190","146","146","129","127","118","108",
"성남시수정구","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","170","164","156","138","93","97","82","80","76","64",
"성남시수정구","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","46","51","56","52","53","49","47","47","42","44",
"성남시수정구","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2488","2471","2793","3031","3167","3247","3496","3667","3692","3838",
"성남시수정구","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1852","1841","2063","2241","2305","2331","2450","2504","2466","2444",
"성남시수정구","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","636","630","730","790","862","916","1046","1163","1226","1394",
"성남시수정구","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","112775","111296","109203","116875","119508","118532","120048","123149","121047","118901",
"성남시수정구","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","98093","95945","93320","99833","101346","99605","99790","101392","98533","95396",
"성남시수정구","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14682","15351","15883","17042","18162","18927","20258","21757","22514","23505",
"성남시수정구","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","109449","108087","105697","113124","115814","114825","116253","119322","117355","115124",
"성남시수정구","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","96167","94115","91276","97605","99197","97494","97657","99311","96595","93497",
"성남시수정구","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","13282","13972","14421","15519","16617","17331","18596","20011","20760","21627",
"성남시수정구","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","166","166","160","168","148","150","148","147","136","123",
"성남시수정구","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","85","84","78","88","72","75","75","72","70","61",
"성남시수정구","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","81","82","82","80","76","75","73","75","66","62",
"성남시수정구","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3160","3043","3346","3583","3546","3557","3647","3680","3556","3654",
"성남시수정구","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1841","1746","1966","2140","2077","2036","2058","2009","1868","1838",
"성남시수정구","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1319","1297","1380","1443","1469","1521","1589","1671","1688","1816",
"성남시중원구","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","255377","251224","249431","238792","231399","226011","221688","218653","214111","214001",
"성남시중원구","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","229839","224394","221284","210572","201998","195512","189695","184721","178733","176731",
"성남시중원구","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","25538","26830","28147","28220","29401","30499","31993","33932","35378","37270",
"성남시중원구","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","249955","245884","243290","233053","225766","220569","216400","213244","208829","208772",
"성남시중원구","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","225958","220622","216921","206548","198100","191840","186153","181174","175414","173561",
"성남시중원구","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","23997","25262","26369","26505","27666","28729","30247","32070","33415","35211",
"성남시중원구","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","396","378","357","309","256","255","254","245","214","201",
"성남시중원구","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","259","249","235","197","151","155","156","150","119","108",
"성남시중원구","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","137","129","122","112","105","100","98","95","95","93",
"성남시중원구","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5026","4962","5784","5430","5377","5187","5034","5164","5068","5028",
"성남시중원구","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3622","3523","4128","3827","3747","3517","3386","3397","3200","3062",
"성남시중원구","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1404","1439","1656","1603","1630","1670","1648","1767","1868","1966",
"성남시중원구","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","129300","127069","125965","120567","116814","114271","112161","110683","108321","107955",
"성남시중원구","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","118414","115523","113724","108254","103902","100877","98049","95661","92541","91202",
"성남시중원구","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10886","11546","12241","12313","12912","13394","14112","15022","15780","16753",
"성남시중원구","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","126718","124479","122957","117722","114017","111552","109453","107875","105556","105210",
"성남시중원구","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","116360","113496","111402","106085","101828","98896","96106","93687","90684","89435",
"성남시중원구","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10358","10983","11555","11637","12189","12656","13347","14188","14872","15775",
"성남시중원구","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","211","213","199","165","112","99","97","89","83","71",
"성남시중원구","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","156","161","151","123","74","67","65","58","51","43",
"성남시중원구","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","55","52","48","42","38","32","32","31","32","28",
"성남시중원구","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2371","2377","2809","2680","2685","2620","2611","2719","2682","2674",
"성남시중원구","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1898","1866","2171","2046","2000","1914","1878","1916","1806","1724",
"성남시중원구","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","473","511","638","634","685","706","733","803","876","950",
"성남시중원구","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","126077","124155","123466","118225","114585","111740","109527","107970","105790","106046",
"성남시중원구","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","111425","108871","107560","102318","98096","94635","91646","89060","86192","85529",
"성남시중원구","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14652","15284","15906","15907","16489","17105","17881","18910","19598","20517",
"성남시중원구","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","123237","121405","120333","115331","111749","109017","106947","105369","103273","103562",
"성남시중원구","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","109598","107126","105519","100463","96272","92944","90047","87487","84730","84126",
"성남시중원구","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","13639","14279","14814","14868","15477","16073","16900","17882","18543","19436",
"성남시중원구","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","185","165","158","144","144","156","157","156","131","130",
"성남시중원구","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","103","88","84","74","77","88","91","92","68","65",
"성남시중원구","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","82","77","74","70","67","68","66","64","63","65",
"성남시중원구","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2655","2585","2975","2750","2692","2567","2423","2445","2386","2354",
"성남시중원구","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1724","1657","1957","1781","1747","1603","1508","1481","1394","1338",
"성남시중원구","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","931","928","1018","969","945","964","915","964","992","1016",
"성남시분당구","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","498671","503869","505418","509620","506563","501093","495491","490797","492648","491609",
"성남시분당구","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","453084","456307","455962","458690","453038","445418","437672","430177","428524","423609",
"성남시분당구","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","45587","47562","49456","50930","53525","55675","57819","60620","64124","68000",
"성남시분당구","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","493491","498448","499312","503596","500472","495127","489757","484998","487157","486248",
"성남시분당구","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","449687","452793","451936","454733","449119","441692","434200","426751","425441","420735",
"성남시분당구","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","43804","45655","47376","48863","51353","53435","55557","58247","61716","65513",
"성남시분당구","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","706","750","742","666","596","535","483","485","439","426",
"성남시분당구","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","539","571","565","510","431","379","333","320","277","269",
"성남시분당구","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","167","179","177","156","165","156","150","165","162","157",
"성남시분당구","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4474","4671","5364","5358","5495","5431","5251","5314","5052","4935",
"성남시분당구","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2858","2943","3461","3447","3488","3347","3139","3106","2806","2605",
"성남시분당구","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1616","1728","1903","1911","2007","2084","2112","2208","2246","2330",
"성남시분당구","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","244008","246343","246520","248227","246331","243572","241272","239220","239919","239444",
"성남시분당구","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","224665","226049","225280","226272","223099","219324","215858","212273","211211","208757",
"성남시분당구","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","19343","20294","21240","21955","23232","24248","25414","26947","28708","30687",
"성남시분당구","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","241960","244177","244030","245735","243790","241054","238843","236722","237510","237084",
"성남시분당구","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","223068","224382","223358","224354","221173","217486","214137","210547","209619","207267",
"성남시분당구","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","18892","19795","20672","21381","22617","23568","24706","26175","27891","29817",
"성남시분당구","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","277","302","299","256","205","180","158","159","145","138",
"성남시분당구","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","226","247","244","208","154","135","117","113","99","96",
"성남시분당구","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","51","55","55","48","51","45","41","46","46","42",
"성남시분당구","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1771","1864","2191","2236","2336","2338","2271","2339","2264","2222",
"성남시분당구","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1371","1420","1678","1710","1772","1703","1604","1613","1493","1394",
"성남시분당구","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","400","444","513","526","564","635","667","726","771","828",
"성남시분당구","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","254663","257526","258898","261393","260232","257521","254219","251577","252729","252165",
"성남시분당구","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","228419","230258","230682","232418","229939","226094","221814","217904","217313","214852",
"성남시분당구","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","26244","27268","28216","28975","30293","31427","32405","33673","35416","37313",
"성남시분당구","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","251531","254271","255282","257861","256682","254073","250914","248276","249647","249164",
"성남시분당구","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","226619","228411","228578","230379","227946","224206","220063","216204","215822","213468",
"성남시분당구","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","24912","25860","26704","27482","28736","29867","30851","32072","33825","35696",
"성남시분당구","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","429","448","443","410","391","355","325","326","294","288",
"성남시분당구","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","313","324","321","302","277","244","216","207","178","173",
"성남시분당구","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","116","124","122","108","114","111","109","119","116","115",
"성남시분당구","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2703","2807","3173","3122","3159","3093","2980","2975","2788","2713",
"성남시분당구","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1487","1523","1783","1737","1716","1644","1535","1493","1313","1211",
"성남시분당구","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1216","1284","1390","1385","1443","1449","1445","1482","1475","1502",
"의정부시","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","428435","428610","431562","436452","439317","445976","451829","462432","467138","468758",
"의정부시","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","380559","378579","379225","382028","381813","385496","387516","393027","393647","390850",
"의정부시","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","47876","50031","52337","54424","57504","60480","64313","69405","73491","77908",
"의정부시","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","417224","417473","420085","424653","427604","433969","439432","449395","453902","455393",
"의정부시","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","373025","371250","371814","374434","374498","378152","380073","385325","385929","383296",
"의정부시","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","44199","46223","48271","50219","53106","55817","59359","64070","67973","72097",
"의정부시","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","993","983","858","889","828","816","840","826","793","725",
"의정부시","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","704","691","586","605","523","502","525","492","459","407",
"의정부시","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","289","292","272","284","305","314","315","334","334","318",
"의정부시","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10218","10154","10619","10910","10885","11191","11557","12211","12443","12640",
"의정부시","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","6830","6638","6825","6989","6792","6842","6918","7210","7259","7147",
"의정부시","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3388","3516","3794","3921","4093","4349","4639","5001","5184","5493",
"의정부시","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","211570","211392","213006","215194","216523","219676","222453","227717","229854","230162",
"의정부시","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","191394","190262","190830","192153","192139","193950","194950","197942","198194","196466",
"의정부시","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","20176","21130","22176","23041","24384","25726","27503","29775","31660","33696",
"의정부시","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","206828","206720","208138","210094","211444","214430","216994","221907","223861","224011",
"의정부시","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","187754","186742","187251","188422","188538","190283","191234","194026","194229","192533",
"의정부시","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","19074","19978","20887","21672","22906","24147","25760","27881","29632","31478",
"의정부시","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","426","422","358","380","299","299","290","298","285","257",
"의정부시","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","314","304","256","277","186","188","181","183","175","151",
"의정부시","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","112","118","102","103","113","111","109","115","110","106",
"의정부시","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4316","4250","4510","4720","4780","4947","5169","5512","5708","5894",
"의정부시","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3326","3216","3323","3454","3415","3479","3535","3733","3790","3782",
"의정부시","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","990","1034","1187","1266","1365","1468","1634","1779","1918","2112",
"의정부시","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","216865","217218","218556","221258","222794","226300","229376","234715","237284","238596",
"의정부시","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","189165","188317","188395","189875","189674","191546","192566","195085","195453","194384",
"의정부시","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","27700","28901","30161","31383","33120","34754","36810","39630","41831","44212",
