"시·군·구별","연령별","등급별","성별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"부산","합계","4등급","남자","급여이용수급자[명]","명","","1861","2570","3032","3748","4662","5872","7072","8401","9925",
"부산","합계","4등급","남자","급여제공기관[개]","개","","661","837","942","1050","1147","1316","1470","1592","1809",
"부산","합계","4등급","남자","급여제공일수[일]","일","","164097","436191","496058","619641","780394","1015163","1305675","1566931","1845325",
"부산","합계","4등급","남자","급여비용[천원]","천원","","6257285","16729536","19221202","24711018","35175176","48496355","63757304","77427804","91098285",
"부산","합계","4등급","남자","공단부담금[천원]","천원","","5559259","14922423","17227314","22245617","31890643","44373849","58377008","71135469","83696272",
"부산","합계","4등급","여자","급여이용수급자[명]","명","","4881","6816","8479","10391","12332","15094","17478","20312","23412",
"부산","합계","4등급","여자","급여제공기관[개]","개","","1003","1337","1514","1696","1828","2161","2327","2447","2801",
"부산","합계","4등급","여자","급여제공일수[일]","일","","418988","1142223","1366240","1707605","2080724","2637736","3233350","3746842","4303502",
"부산","합계","4등급","여자","급여비용[천원]","천원","","17240928","47384485","57001358","72429494","99564989","134529901","168905722","199133157","230428917",
"부산","합계","4등급","여자","공단부담금[천원]","천원","","15408125","42364371","51101175","65206954","90390472","123239195","154872798","183084569","211920091",
"부산","합계","5등급","계","급여이용수급자[명]","명","","287","754","968","1389","1899","2817","3722","4920","5853",
"부산","합계","5등급","계","급여제공기관[개]","개","","146","293","341","485","648","908","1103","1221","1433",
"부산","합계","5등급","계","급여제공일수[일]","일","","10297","73398","107185","164360","230421","358842","537575","707730","849620",
"부산","합계","5등급","계","급여비용[천원]","천원","","435873","3031300","4475428","7296323","11584069","19328588","29124549","39596830","46111672",
"부산","합계","5등급","계","공단부담금[천원]","천원","","391972","2716341","4034730","6562129","10467198","17660297","26708535","36479073","42403849",
"부산","합계","5등급","남자","급여이용수급자[명]","명","","62","167","223","332","458","762","1046","1403","1741",
"부산","합계","5등급","남자","급여제공기관[개]","개","","44","118","149","249","309","497","594","711","854",
"부산","합계","5등급","남자","급여제공일수[일]","일","","2171","13787","20555","35905","52841","91515","148746","200351","241760",
"부산","합계","5등급","남자","급여비용[천원]","천원","","89343","575188","861075","1585653","2625790","4833651","7997064","11082476","12774697",
"부산","합계","5등급","남자","공단부담금[천원]","천원","","80410","517487","770057","1415549","2369714","4438458","7368762","10239029","11772042",
"부산","합계","5등급","여자","급여이용수급자[명]","명","","225","587","745","1057","1441","2055","2676","3517","4112",
"부산","합계","5등급","여자","급여제공기관[개]","개","","131","271","308","423","583","819","1007","1112","1293",
"부산","합계","5등급","여자","급여제공일수[일]","일","","8126","59611","86630","128455","177580","267327","388829","507379","607860",
"부산","합계","5등급","여자","급여비용[천원]","천원","","346530","2456112","3614353","5710670","8958279","14494937","21127485","28514354","33336975",
"부산","합계","5등급","여자","공단부담금[천원]","천원","","311562","2198854","3264674","5146580","8097484","13221839","19339774","26240044","30631807",
"부산","합계","인지지원등급","계","급여이용수급자[명]","명","","","","","","165","364","474","591","697",
"부산","합계","인지지원등급","계","급여제공기관[개]","개","","","","","","104","172","215","252","297",
"부산","합계","인지지원등급","계","급여제공일수[일]","일","","","","","","5592","13112","19629","27431","35113",
"부산","합계","인지지원등급","계","급여비용[천원]","천원","","","","","","283830","713865","1046117","1471526","1964926",
"부산","합계","인지지원등급","계","공단부담금[천원]","천원","","","","","","257338","649879","955640","1357985","1806470",
"부산","합계","인지지원등급","남자","급여이용수급자[명]","명","","","","","","38","100","129","162","196",
"부산","합계","인지지원등급","남자","급여제공기관[개]","개","","","","","","35","87","111","127","159",
"부산","합계","인지지원등급","남자","급여제공일수[일]","일","","","","","","1036","3236","5153","7564","9291",
"부산","합계","인지지원등급","남자","급여비용[천원]","천원","","","","","","57174","187004","282252","399756","523212",
"부산","합계","인지지원등급","남자","공단부담금[천원]","천원","","","","","","52494","170765","260040","374353","487878",
"부산","합계","인지지원등급","여자","급여이용수급자[명]","명","","","","","","127","264","345","429","501",
"부산","합계","인지지원등급","여자","급여제공기관[개]","개","","","","","","94","146","186","218","252",
"부산","합계","인지지원등급","여자","급여제공일수[일]","일","","","","","","4556","9876","14476","19867","25822",
"부산","합계","인지지원등급","여자","급여비용[천원]","천원","","","","","","226655","526861","763866","1071771","1441714",
"부산","합계","인지지원등급","여자","공단부담금[천원]","천원","","","","","","204844","479114","695600","983631","1318592",
"부산","65세미만","계","계","급여이용수급자[명]","명","1644","1419","1436","1679","1754","1786","1980","1954","1891","1866",
"부산","65세미만","계","계","급여제공기관[개]","개","617","606","616","707","754","770","907","931","971","1031",
"부산","65세미만","계","계","급여제공일수[일]","일","343795","285100","278374","322639","328067","326615","379355","391885","378898","377460",
"부산","65세미만","계","계","급여비용[천원]","천원","12749934","11069584","11147087","13160764","13975996","15680173","19226404","20563176","20193705","20293588",
"부산","65세미만","계","계","공단부담금[천원]","천원","11472066","10035534","10182260","12072579","12893936","14584481","18060720","19373037","19110049","19209644",
"부산","65세미만","계","남자","급여이용수급자[명]","명","948","811","805","941","995","985","1124","1126","1090","1081",
"부산","65세미만","계","남자","급여제공기관[개]","개","481","467","464","530","566","586","705","720","720","763",
"부산","65세미만","계","남자","급여제공일수[일]","일","195332","161260","153913","178390","177876","175399","207459","222458","213459","214859",
"부산","65세미만","계","남자","급여비용[천원]","천원","6901725","5950104","5836554","6895984","7301712","8169955","10233008","11273352","10945840","11022478",
"부산","65세미만","계","남자","공단부담금[천원]","천원","6222955","5430467","5383509","6390814","6804648","7689262","9723920","10745169","10466119","10546462",
"부산","65세미만","계","여자","급여이용수급자[명]","명","696","608","631","738","759","801","856","828","801","785",
"부산","65세미만","계","여자","급여제공기관[개]","개","452","444","451","505","539","566","636","624","656","674",
"부산","65세미만","계","여자","급여제공일수[일]","일","148463","123840","124461","144249","150191","151216","171896","169427","165439","162601",
"부산","65세미만","계","여자","급여비용[천원]","천원","5848209","5119480","5310533","6264781","6674284","7510218","8993396","9289825","9247865","9271110",
"부산","65세미만","계","여자","공단부담금[천원]","천원","5249111","4605068","4798751","5681765","6089288","6895219","8336799","8627868","8643929","8663181",
"부산","65세미만","1등급","계","급여이용수급자[명]","명","259","204","209","265","276","272","253","229","218","204",
"부산","65세미만","1등급","계","급여제공기관[개]","개","227","187","173","216","217","221","206","185","202","217",
"부산","65세미만","1등급","계","급여제공일수[일]","일","45452","32016","28331","37670","35589","37454","35409","35647","34738","33647",
"부산","65세미만","1등급","계","급여비용[천원]","천원","1939636","1428203","1295646","1736667","1719855","1983476","2031767","2135074","2061922","2059886",
"부산","65세미만","1등급","계","공단부담금[천원]","천원","1742011","1284801","1173395","1574988","1553729","1803428","1878594","1968892","1911480","1909575",
"부산","65세미만","1등급","남자","급여이용수급자[명]","명","142","113","113","145","160","141","130","120","111","101",
"부산","65세미만","1등급","남자","급여제공기관[개]","개","144","123","105","131","138","127","119","106","100","112",
"부산","65세미만","1등급","남자","급여제공일수[일]","일","23637","15718","13917","18941","17409","17001","16290","16066","15297","14850",
"부산","65세미만","1등급","남자","급여비용[천원]","천원","959704","641346","598391","828287","805512","856614","886673","913808","833153","802161",
"부산","65세미만","1등급","남자","공단부담금[천원]","천원","857793","576705","548092","763860","737168","792184","834850","855939","777876","748552",
"부산","65세미만","1등급","여자","급여이용수급자[명]","명","117","91","96","120","116","131","123","109","107","103",
"부산","65세미만","1등급","여자","급여제공기관[개]","개","128","95","100","128","122","137","123","109","125","131",
"부산","65세미만","1등급","여자","급여제공일수[일]","일","21815","16298","14414","18729","18180","20453","19119","19581","19441","18797",
"부산","65세미만","1등급","여자","급여비용[천원]","천원","979932","786857","697255","908381","914343","1126862","1145094","1221265","1228769","1257725",
"부산","65세미만","1등급","여자","공단부담금[천원]","천원","884218","708095","625304","811127","816561","1011244","1043744","1112953","1133604","1161023",
"부산","65세미만","2등급","계","급여이용수급자[명]","명","322","269","254","272","269","281","305","259","236","242",
"부산","65세미만","2등급","계","급여제공기관[개]","개","274","238","251","253","265","279","296","280","260","284",
"부산","65세미만","2등급","계","급여제공일수[일]","일","64797","50317","47579","49268","49970","46828","54627","50324","50045","49220",
"부산","65세미만","2등급","계","급여비용[천원]","천원","2571366","2120358","2059277","2160623","2307465.04","2495880","3102421","2949291","2922355","3028795",
"부산","65세미만","2등급","계","공단부담금[천원]","천원","2281390","1905394","1866676","1957142","2095447.14","2268832","2848655","2736885","2745084","2842942",
"부산","65세미만","2등급","남자","급여이용수급자[명]","명","179","146","135","146","144","145","157","121","110","124",
"부산","65세미만","2등급","남자","급여제공기관[개]","개","167","148","146","147","157","156","170","161","134","148",
"부산","65세미만","2등급","남자","급여제공일수[일]","일","37363","28989","26780","26526","25521","23811","26935","23519","22575","23872",
"부산","65세미만","2등급","남자","급여비용[천원]","천원","1415286","1174048","1094438","1103245","1143390.41","1221379","1465978","1305253","1249803","1420108",
"부산","65세미만","2등급","남자","공단부담금[천원]","천원","1253343","1062207","1003941","1012392","1047310.42","1125958","1367520","1232187","1186756","1355766",
"부산","65세미만","2등급","여자","급여이용수급자[명]","명","143","123","119","126","125","136","148","138","126","118",
"부산","65세미만","2등급","여자","급여제공기관[개]","개","172","144","152","151","160","181","193","165","166","178",
"부산","65세미만","2등급","여자","급여제공일수[일]","일","27434","21328","20799","22742","24449","23017","27692","26805","27470","25348",
"부산","65세미만","2등급","여자","급여비용[천원]","천원","1156080","946310","964839","1057378","1164074.63","1274502","1636443","1644038","1672552","1608687",
"부산","65세미만","2등급","여자","공단부담금[천원]","천원","1028047","843187","862734","944749","1048136.72","1142874","1481135","1504698","1558328","1487176",
"부산","65세미만","3등급","계","급여이용수급자[명]","명","1150","952","645","745","739","724","764","689","651","642",
"부산","65세미만","3등급","계","급여제공기관[개]","개","540","507","443","502","502","522","584","564","542","583",
"부산","65세미만","3등급","계","급여제공일수[일]","일","233546","167698","118881","138523","136856","127952","150395","142725","130212","125746",
"부산","65세미만","3등급","계","급여비용[천원]","천원","8238932","6181620","4564408","5426724","5636707.88","5913568","7310096","7291601","6865582","6666211",
"부산","65세미만","3등급","계","공단부담금[천원]","천원","7448665","5614689","4159081","4973845","5215363.12","5524999","6877631","6859143","6481623","6297662",
"부산","65세미만","3등급","남자","급여이용수급자[명]","명","667","554","364","419","433","415","432","395","373","358",
"부산","65세미만","3등급","남자","급여제공기관[개]","개","416","377","317","344","353","360","393","381","372","382",
"부산","65세미만","3등급","남자","급여제공일수[일]","일","134332","96334","66320","77412","75282","70303","82109","81340","73061","69393",
"부산","65세미만","3등급","남자","급여비용[천원]","천원","4526736","3400860","2442168","2886251","3006227.01","3160341","3948339","4096693","3762226","3549060",
"부산","65세미만","3등급","남자","공단부담금[천원]","천원","4111820","3112204","2242046","2663457","2803181.14","2974989","3741684","3896996","3599531","3379847",
"부산","65세미만","3등급","여자","급여이용수급자[명]","명","483","398","281","326","306","309","332","294","278","284",
"부산","65세미만","3등급","여자","급여제공기관[개]","개","365","349","286","315","310","307","338","318","289","332",
"부산","65세미만","3등급","여자","급여제공일수[일]","일","99214","71364","52561","61111","61574","57649","68286","61385","57151","56353",
"부산","65세미만","3등급","여자","급여비용[천원]","천원","3712197","2780760","2122240","2540473","2630480.87","2753226","3361757","3194909","3103356","3117151",
"부산","65세미만","3등급","여자","공단부담금[천원]","천원","3336846","2502486","1917035","2310388","2412181.98","2550010","3135947","2962147","2882092","2917815",
"부산","65세미만","4등급","계","급여이용수급자[명]","명","","392","459","520","576","632","727","774","796","809",
"부산","65세미만","4등급","계","급여제공기관[개]","개","","274","352","397","462","501","571","591","631","649",
"부산","65세미만","4등급","계","급여제공일수[일]","일","","34752","80690","93485","100630","108348","130704","149705","150196","154547",
"부산","65세미만","4등급","계","급여비용[천원]","천원","","1325437","3107243","3681060","4104282","4997033","6348044","7463273","7599141","7812957",
"부산","65세미만","4등급","계","공단부담금[천원]","천원","","1217542","2868212","3418791","3838028","4719215","6046978","7123617","7261847","7463176",
"부산","65세미만","4등급","남자","급여이용수급자[명]","명","","225","262","307","324","356","437","472","489","504",
"부산","65세미만","4등급","남자","급여제공기관[개]","개","","200","243","290","307","344","418","433","461","486",
"부산","65세미만","4등급","남자","급여제공일수[일]","일","","20030","45357","54265","57797","61844","77850","93167","92789","97190",
"부산","65세미만","4등급","남자","급여비용[천원]","천원","","725526","1644157","2033203","2274861","2814079","3705067","4499383","4580822","4781709",
"부산","65세미만","4등급","남자","공단부담금[천원]","천원","","671654","1535324","1909070","2150751","2684013","3560712","4319881","4403692","4609779",
"부산","65세미만","4등급","여자","급여이용수급자[명]","명","","167","197","213","252","276","290","302","307","305",
"부산","65세미만","4등급","여자","급여제공기관[개]","개","","155","208","236","279","294","323","329","348","345",
"부산","65세미만","4등급","여자","급여제공일수[일]","일","","14722","35333","39220","42833","46504","52854","56538","57407","57357",
"부산","65세미만","4등급","여자","급여비용[천원]","천원","","599911","1463086","1647857","1829421","2182954","2642977","2963890","3018319","3031248",
"부산","65세미만","4등급","여자","공단부담금[천원]","천원","","545888","1332888","1509721","1687277","2035202","2486266","2803736","2858155","2853397",
"부산","65세미만","5등급","계","급여이용수급자[명]","명","","9","25","31","39","42","64","84","90","111",
"부산","65세미만","5등급","계","급여제공기관[개]","개","","10","28","38","49","51","86","109","109","138",
"부산","65세미만","5등급","계","급여제공일수[일]","일","","317","2893","3693","5022","5896","7821","12954","12677","13403",
"부산","65세미만","5등급","계","급여비용[천원]","천원","","13967","120513","155690","207686","282564","411927","700233","693046","681884",
"부산","65세미만","5등급","계","공단부담금[천원]","천원","","13108","114897","147813","191369","260896","388191","661345","660598","654254",
"부산","65세미만","5등급","남자","급여이용수급자[명]","명","","4","13","11","12","14","35","56","62","69",
"부산","65세미만","5등급","남자","급여제공기관[개]","개","","6","14","13","17","21","56","81","78","85",
"부산","65세미만","5등급","남자","급여제공일수[일]","일","","189","1539","1246","1867","2440","4157","7942","9119","9399",
"부산","65세미만","5등급","남자","급여비용[천원]","천원","","8324","57400","44999","71722","117226","220414","440066","491750","459740",
"부산","65세미만","5등급","남자","공단부담금[천원]","천원","","7697","54106","42034","66239","111802","212959","422264","470942","443001",
"부산","65세미만","5등급","여자","급여이용수급자[명]","명","","5","12","20","27","28","29","28","28","42",
"부산","65세미만","5등급","여자","급여제공기관[개]","개","","5","18","26","35","34","37","39","39","64",
"부산","65세미만","5등급","여자","급여제공일수[일]","일","","128","1354","2447","3155","3456","3664","5012","3558","4004",
"부산","65세미만","5등급","여자","급여비용[천원]","천원","","5643","63113","110691","135965","165339","191513","260167","201296","222144",
"부산","65세미만","5등급","여자","공단부담금[천원]","천원","","5412","60790","105780","125130","149094","175233","239081","189656","211252",
"부산","65세미만","인지지원등급","계","급여이용수급자[명]","명","","","","","","4","7","9","17","18",
"부산","65세미만","인지지원등급","계","급여제공기관[개]","개","","","","","","4","7","11","19","19",
"부산","65세미만","인지지원등급","계","급여제공일수[일]","일","","","","","","137","399","530","1030","897",
"부산","65세미만","인지지원등급","계","급여비용[천원]","천원","","","","","","7652","22149","23703","51659","43855",
"부산","65세미만","인지지원등급","계","공단부담금[천원]","천원","","","","","","7112","20670","23154","49416","42034",
"부산","65세미만","인지지원등급","남자","급여이용수급자[명]","명","","","","","","1","4","6","8","8",
"부산","65세미만","인지지원등급","남자","급여제공기관[개]","개","","","","","","1","4","7","9","8",
"부산","65세미만","인지지원등급","남자","급여제공일수[일]","일","","","","","","-","118","424","618","155",
"부산","65세미만","인지지원등급","남자","급여비용[천원]","천원","","","","","","316","6537","18149","28085","9699",
"부산","65세미만","인지지원등급","남자","공단부담금[천원]","천원","","","","","","316","6196","17901","27322","9517",
"부산","65세미만","인지지원등급","여자","급여이용수급자[명]","명","","","","","","3","3","3","9","10",
"부산","65세미만","인지지원등급","여자","급여제공기관[개]","개","","","","","","3","3","4","11","11",
"부산","65세미만","인지지원등급","여자","급여제공일수[일]","일","","","","","","137","281","106","412","742",
"부산","65세미만","인지지원등급","여자","급여비용[천원]","천원","","","","","","7335","15612","5555","23574","34156",
"부산","65세미만","인지지원등급","여자","공단부담금[천원]","천원","","","","","","6795","14474","5253","22094","32517",
"부산","65세이상","계","계","급여이용수급자[명]","명","18878","20773","22555","25345","29656","34061","40156","45636","51970","59373",
"부산","65세이상","계","계","급여제공기관[개]","개","2162","2197","2330","2577","2792","2969","3301","3497","3670","4176",
"부산","65세이상","계","계","급여제공일수[일]","일","3882394","4131154","4397455","4759401","5554701","6309661","7515904","8804252","10177552","11725261",
"부산","65세이상","계","계","급여비용[천원]","천원","155716112","173005401","189892564","206722701","245931865","311989648","393617375","470065074","551043521","638613863",
"부산","65세이상","계","계","공단부담금[천원]","천원","137133404","152615167","167949337","183371941","219036980","280216478","357384722","427411613","503174772","583938964",
"부산","65세이상","계","남자","급여이용수급자[명]","명","5399","5912","6331","6976","8099","9504","11328","13165","15226","17678",
"부산","65세이상","계","남자","급여제공기관[개]","개","1067","1094","1172","1294","1418","1505","1688","1832","1976","2174",
"부산","65세이상","계","남자","급여제공일수[일]","일","1059414","1128279","1175626","1244474","1464214","1675114","2013934","2451911","2899643","3364569",
"부산","65세이상","계","남자","급여비용[천원]","천원","40129206","44320696","47468037","50589407","61010819","78159315","99415073","123587372","147776091","170973181",
"부산","65세이상","계","남자","공단부담금[천원]","천원","35026565","38811394","41744630","44621979","54099033","69923667","89937580","112008359","134582074","155917496",
"부산","65세이상","계","여자","급여이용수급자[명]","명","13479","14861","16224","18369","21557","24557","28828","32471","36744","41695",
"부산","65세이상","계","여자","급여제공기관[개]","개","1949","1983","2093","2289","2501","2673","3014","3181","3337","3784",
"부산","65세이상","계","여자","급여제공일수[일]","일","2822980","3002875","3221829","3514927","4090487","4634547","5501970","6352341","7277909","8360692",
"부산","65세이상","계","여자","급여비용[천원]","천원","115586907","128684704","142424528","156133294","184921045","233830333","294202302","346477702","403267430","467640682",
"부산","65세이상","계","여자","공단부담금[천원]","천원","102106839","113803774","126204707","138749962","164937947","210292812","267447142","315403254","368592698","428021468",
"부산","65세이상","1등급","계","급여이용수급자[명]","명","1844","1889","1943","2099","2337","2339","2319","2110","2254","2545",
"부산","65세이상","1등급","계","급여제공기관[개]","개","684","677","682","722","784","815","802","880","928","1094",
"부산","65세이상","1등급","계","급여제공일수[일]","일","340565","333381","320068","325839","351172","341342","336931","324461","364314","411213",
"부산","65세이상","1등급","계","급여비용[천원]","천원","16111801","16481917","16333118","16789872","18886841","20459174","21383582","21204359","24139925","28162337",
"부산","65세이상","1등급","계","공단부담금[천원]","천원","14187987","14519841","14362151","14764871","16618077","18105414","19180733","19002342","21751334","25521863",
"부산","65세이상","1등급","남자","급여이용수급자[명]","명","493","542","536","589","634","643","620","605","625","671",
"부산","65세이상","1등급","남자","급여제공기관[개]","개","358","363","377","387","421","401","395","419","456","521",
"부산","65세이상","1등급","남자","급여제공일수[일]","일","81810","79992","74109","72883","80436","69889","67790","69317","76223","86318",
"부산","65세이상","1등급","남자","급여비용[천원]","천원","3541680","3635854","3454570","3416929","3964624","3804716","3861009","4070313","4562656","5310726",
"부산","65세이상","1등급","남자","공단부담금[천원]","천원","3082181","3181748","3007863","2964056","3453027","3351937","3435005","3614155","4092557","4777438",
"부산","65세이상","1등급","여자","급여이용수급자[명]","명","1351","1347","1407","1510","1703","1696","1699","1505","1629","1874",
"부산","65세이상","1등급","여자","급여제공기관[개]","개","582","576","572","596","672","695","692","742","800","940",
"부산","65세이상","1등급","여자","급여제공일수[일]","일","258755","253389","245959","252956","270736","271453","269141","255144","288091","324895",
"부산","65세이상","1등급","여자","급여비용[천원]","천원","12570121","12846062","12878548","13372943","14922217","16654457","17522573","17134046","19577269","22851611",
"부산","65세이상","1등급","여자","공단부담금[천원]","천원","11105807","11338093","11354288","11800815","13165049","14753477","15745728","15388188","17658778","20744425",
"부산","65세이상","2등급","계","급여이용수급자[명]","명","3992","4059","3992","4230","4638","4842","4839","4665","5037","5633",
"부산","65세이상","2등급","계","급여제공기관[개]","개","1061","1043","1033","1074","1166","1210","1264","1346","1495","1625",
"부산","65세이상","2등급","계","급여제공일수[일]","일","753091","761395","732533","730943","776961","809279","833493","844514","910666","983242",
"부산","65세이상","2등급","계","급여비용[천원]","천원","33510399","35316299","35126694","35478172","39289854.42","45311734","49509377","51846214","56739516","63683748",
"부산","65세이상","2등급","계","공단부담금[천원]","천원","29243527","30895701","30787248","31150289","34593748.91","40275505","44531813","46574033","51256528","57849610",
"부산","65세이상","2등급","남자","급여이용수급자[명]","명","1117","1145","1141","1188","1337","1427","1418","1373","1464","1630",
"부산","65세이상","2등급","남자","급여제공기관[개]","개","558","554","562","571","658","684","716","767","852","929",
"부산","65세이상","2등급","남자","급여제공일수[일]","일","192284","196071","184273","180092","202137","214263","216271","224066","247294","256181",
"부산","65세이상","2등급","남자","급여비용[천원]","천원","8109002","8486704","8141446","8137780","9535200.29","11323371","12053844","12849853","14302726","15193592",
"부산","65세이상","2등급","남자","공단부담금[천원]","천원","7023067","7375250","7101301","7111524","8373043.86","10036381","10807439","11487578","12847013","13733375",
"부산","65세이상","2등급","여자","급여이용수급자[명]","명","2875","2914","2851","3042","3301","3415","3421","3292","3573","4003",
"부산","65세이상","2등급","여자","급여제공기관[개]","개","920","915","901","958","1034","1074","1116","1163","1288","1433",
"부산","65세이상","2등급","여자","급여제공일수[일]","일","560807","565324","548260","550851","574824","595016","617222","620448","663372","727061",
"부산","65세이상","2등급","여자","급여비용[천원]","천원","25401397","26829595","26985248","27340393","29754654.13","33988363","37455534","38996361","42436790","48490155",
"부산","65세이상","2등급","여자","공단부담금[천원]","천원","22220460","23520451","23685948","24038765","26220705.05","30239125","33724375","35086456","38409516","44116235",
"부산","65세이상","3등급","계","급여이용수급자[명]","명","14448","14755","9678","10425","11514","12226","13281","14005","15758","18435",
"부산","65세이상","3등급","계","급여제공기관[개]","개","1883","1816","1549","1690","1833","1898","2074","2115","2275","2585",
"부산","65세이상","3등급","계","급여제공일수[일]","일","2788738","2478065","1776625","1830314","2040614","2176290","2459551","2702237","3017541","3466093",
"부산","65세이상","3등급","계","급여비용[천원]","천원","106093912","98612503","74515188","77593418","87630303.05","104897926","126437828","142368019","160878608","185702674",
"부산","65세이상","3등급","계","공단부담금[천원]","천원","93701890","87070920","65779910","68660166","77839852.64","93817130","114204794","128729372","146081675","168900272",
"부산","65세이상","3등급","남자","급여이용수급자[명]","명","4179","4242","2921","3132","3369","3589","4003","4312","4823","5625",
"부산","65세이상","3등급","남자","급여제공기관[개]","개","941","955","849","941","1018","1088","1210","1267","1379","1524",
"부산","65세이상","3등급","남자","급여제공일수[일]","일","785320","706167","514162","530397","585759","620975","702084","800487","903806","1032438",
"부산","65세이상","3등급","남자","급여비용[천원]","천원","28478524","26585360","20268854","21030623","23560907.64","28104708","33915229","39588184","45101330","51323817",
"부산","65세이상","3등급","남자","공단부담금[천원]","천원","24921318","23294078","17784986","18500132","20828785.72","25018629","30491931","35660864","40795610","46512787",
"부산","65세이상","3등급","여자","급여이용수급자[명]","명","10269","10513","6757","7293","8145","8637","9278","9693","10935","12810",
"부산","65세이상","3등급","여자","급여제공기관[개]","개","1715","1645","1406","1503","1658","1711","1869","1924","2085","2363",
"부산","65세이상","3등급","여자","급여제공일수[일]","일","2003418","1771898","1262463","1299917","1454855","1555315","1757467","1901750","2113735","2433655",
"부산","65세이상","3등급","여자","급여비용[천원]","천원","77615388","72027143","54246335","56562795","64069395.41","76793218","92522599","102779835","115777278","134378857",
"부산","65세이상","3등급","여자","공단부담금[천원]","천원","68780572","63776842","47994924","50160034","57011066.92","68798502","83712863","93068509","105286065","122387485",
"부산","65세이상","4등급","계","급여이용수급자[명]","명","","6350","8927","10991","13563","16362","20239","23776","27917","32528",
"부산","65세이상","4등급","계","급여제공기관[개]","개","","1094","1446","1661","1851","1986","2318","2525","2669","3062",
"부산","65세이상","4등급","계","급여제공일수[일]","일","","548333","1497724","1768813","2226616","2752770","3522195","4389320","5163577","5994280",
"부산","65세이상","4등급","계","급여비용[천원]","천원","","22172777","61006777","72541500","93036229","129743132","176678212","225199753","268961820","313714245",
"부산","65세이상","4등급","계","공단부담금[천원]","천원","","19749842","54418583","64909698","83614542","117561900","161566066","206126188","246958191","288153187",
"부산","65세이상","4등급","남자","급여이용수급자[명]","명","","1636","2308","2725","3424","4306","5435","6600","7912","9421",
"부산","65세이상","4등급","남자","급여제공기관[개]","개","","637","821","922","1034","1134","1297","1455","1575","1789",
"부산","65세이상","4등급","남자","급여제공일수[일]","일","","144067","390834","441793","561844","718550","937313","1212508","1474142","1748135",
"부산","65세이상","4등급","남자","급여비용[천원]","천원","","5531760","15085379","17187999","22436157","32361097","44791288","59257921","72846982","86316575",
"부산","65세이상","4등급","남자","공단부담금[천원]","천원","","4887605","13387099","15318244","20094866","29206630","40813137","54057127","66731777","79086493",
"부산","65세이상","4등급","여자","급여이용수급자[명]","명","","4714","6619","8266","10139","12056","14804","17176","20005","23107",
"부산","65세이상","4등급","여자","급여제공기관[개]","개","","992","1323","1504","1676","1813","2150","2321","2440","2781",
"부산","65세이상","4등급","여자","급여제공일수[일]","일","","404266","1106890","1327020","1664772","2034220","2584882","3176812","3689435","4246145",
"부산","65세이상","4등급","여자","급여비용[천원]","천원","","16641017","45921399","55353501","70600073","97382036","131886924","165941832","196114838","227397669",
"부산","65세이상","4등급","여자","공단부담금[천원]","천원","","14862237","41031483","49591454","63519676","88355269","120752929","152069061","180226415","209066694",
"부산","65세이상","5등급","계","급여이용수급자[명]","명","","278","729","937","1350","1857","2753","3638","4830","5742",
"부산","65세이상","5등급","계","급여제공기관[개]","개","","144","287","334","478","641","902","1099","1215","1424",
"부산","65세이상","5등급","계","급여제공일수[일]","일","","9980","70505","103492","159338","224525","351021","524621","695053","836217",
"부산","65세이상","5등급","계","급여비용[천원]","천원","","421906","2910787","4319738","7088637","11301504","18916661","28424316","38903784","45429788",
"부산","65세이상","5등급","계","공단부담금[천원]","천원","","378864","2601445","3886917","6370760","10206302","17272106","26047191","35818474","41749595",
"부산","65세이상","5등급","남자","급여이용수급자[명]","명","","58","154","212","320","444","727","990","1341","1672",
"부산","65세이상","5등급","남자","급여제공기관[개]","개","","41","113","144","248","303","479","576","700","838",
"부산","65세이상","5등급","남자","급여제공일수[일]","일","","1982","12248","19309","34038","50401","87358","140804","191232","232361",
"부산","65세이상","5등급","남자","급여비용[천원]","천원","","81018","517788","816076","1513931","2508565","4613237","7556999","10590726","12314957",
"부산","65세이상","5등급","남자","공단부담금[천원]","천원","","72713","463381","728023","1349310","2257912","4225500","6946498","9768087","11329041",
"부산","65세이상","5등급","여자","급여이용수급자[명]","명","","220","575","725","1030","1413","2026","2648","3489","4070",
"부산","65세이상","5등급","여자","급여제공기관[개]","개","","130","264","299","413","579","816","1005","1109","1289",
"부산","65세이상","5등급","여자","급여제공일수[일]","일","","7998","58257","84183","125300","174124","263663","383817","503821","603856",
"부산","65세이상","5등급","여자","급여비용[천원]","천원","","340887","2392999","3503662","5574706","8792940","14303424","20867318","28313058","33114832",
"부산","65세이상","5등급","여자","공단부담금[천원]","천원","","306150","2138064","3158894","5021450","7948391","13046606","19100693","26050388","30420555",
"부산","65세이상","인지지원등급","계","급여이용수급자[명]","명","","","","","","161","357","465","574","679",
"부산","65세이상","인지지원등급","계","급여제공기관[개]","개","","","","","","103","169","211","249","294",
"부산","65세이상","인지지원등급","계","급여제공일수[일]","일","","","","","","5455","12713","19099","26401","34216",
"부산","65세이상","인지지원등급","계","급여비용[천원]","천원","","","","","","276178","691715","1022414","1419868","1921071",
"부산","65세이상","인지지원등급","계","공단부담금[천원]","천원","","","","","","250227","629209","932486","1308568","1764436",
