"시·군·구별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"광주","재가","정원[명]","명","804","988","1252","1830","2202","2876","4139","5326","5922","6405",
"광주","방문요양","기관수[개]","개","348","350","387","427","454","468","641","642","627","666",
"광주","방문목욕","기관수[개]","개","236","239","256","267","281","275","381","382","361","368",
"광주","방문간호","기관수[개]","개","17","15","14","13","14","14","27","25","30","32",
"광주","주야간보호","기관수[개]","개","56","64","73","87","90","107","134","150","154","163",
"광주","주야간보호","정원[명]","명","804","988","1248","1830","2202","2876","4135","5322","5918","6401",
"광주","단기보호","기관수[개]","개","0","0","1","0","0","-","1","1","1","1",
"광주","단기보호","정원[명]","명","0","0","4","0","0","-","4","4","4","4",
"광주","복지용구","기관수[개]","개","50","54","56","63","66","67","81","72","67","73",
"광주","통합재가서비스","기관수[개]","개","","","","","","","","","-","1",
"광주","시설","기관수[개]","개","100","105","107","102","100","95","95","94","97","99",
"광주","시설","정원[명]","명","3395","3429","3545","3487","3535","3459","3555","3669","3731","3766",
"광주","노인요양시설","기관수[개]","개","71","73","78","79","79","78","78","78","81","84",
"광주","노인요양시설","정원[명]","명","3151","3158","3296","3290","3356","3316","3412","3534","3596","3640",
"광주","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"광주","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"광주","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"광주","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"광주","노인요양공동생활가정","기관수[개]","개","29","32","29","23","21","17","17","16","16","15",
"광주","노인요양공동생활가정","정원[명]","명","244","271","249","197","179","143","143","135","135","126",
"광주","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"광주","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"동구","계","기관수[개]","개","70","72","74","79","80","73","93","76","75","74",
"동구","계","정원[명]","명","567","556","552","520","553","556","651","637","740","731",
"동구","재가","기관수[개]","개","58","58","61","67","68","63","83","66","65","65",
"동구","재가","정원[명]","명","118","114","114","125","119","204","299","285","398","398",
"동구","방문요양","기관수[개]","개","38","40","44","49","49","45","63","53","50","50",
"동구","방문목욕","기관수[개]","개","24","23","25","25","27","26","34","31","28","24",
"동구","방문간호","기관수[개]","개","4","5","4","3","2","1","3","2","1","1",
"동구","주야간보호","기관수[개]","개","8","8","8","8","7","8","10","8","10","10",
"동구","주야간보호","정원[명]","명","118","114","114","125","119","204","299","285","398","398",
"동구","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"동구","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"동구","복지용구","기관수[개]","개","16","14","13","15","16","15","16","11","13","14",
"동구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"동구","시설","기관수[개]","개","12","14","13","12","12","10","10","10","10","9",
"동구","시설","정원[명]","명","449","442","438","395","434","352","352","352","342","333",
"동구","노인요양시설","기관수[개]","개","8","10","10","9","10","8","8","8","8","8",
"동구","노인요양시설","정원[명]","명","413","406","411","368","416","334","334","334","324","324",
"동구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"동구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"동구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"동구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"동구","노인요양공동생활가정","기관수[개]","개","4","4","3","3","2","2","2","2","2","1",
"동구","노인요양공동생활가정","정원[명]","명","36","36","27","27","18","18","18","18","18","9",
"동구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"동구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"서구","계","기관수[개]","개","109","113","120","141","145","150","182","178","183","195",
"서구","계","정원[명]","명","724","762","853","980","995","1178","1297","1404","1452","1634",
"서구","재가","기관수[개]","개","92","95","102","123","127","134","166","163","168","179",
"서구","재가","정원[명]","명","111","127","209","344","377","563","682","821","883","1036",
"서구","방문요양","기관수[개]","개","84","84","90","108","111","118","144","144","149","158",
"서구","방문목욕","기관수[개]","개","55","57","55","64","65","64","87","87","82","86",
"서구","방문간호","기관수[개]","개","3","1","1","2","2","3","5","5","6","7",
"서구","주야간보호","기관수[개]","개","9","12","14","18","15","19","20","20","20","24",
"서구","주야간보호","정원[명]","명","111","127","209","344","377","563","682","821","883","1036",
"서구","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"서구","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"서구","복지용구","기관수[개]","개","6","10","9","11","11","12","19","16","16","15",
"서구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"서구","시설","기관수[개]","개","17","18","18","18","18","16","16","15","15","16",
"서구","시설","정원[명]","명","613","635","644","636","618","615","615","583","569","598",
"서구","노인요양시설","기관수[개]","개","15","16","16","16","16","16","16","15","15","16",
"서구","노인요양시설","정원[명]","명","595","617","626","618","600","615","615","583","569","598",
"서구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"서구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"서구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"서구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"서구","노인요양공동생활가정","기관수[개]","개","2","2","2","2","2","-","-","-","-","0",
"서구","노인요양공동생활가정","정원[명]","명","18","18","18","18","18","-","-","-","-","0",
"서구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"서구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"남구","계","기관수[개]","개","83","83","95","96","103","97","130","129","137","140",
"남구","계","정원[명]","명","707","730","730","761","773","817","896","1100","1359","1396",
"남구","재가","기관수[개]","개","64","65","78","80","88","83","115","115","122","126",
"남구","재가","정원[명]","명","163","197","220","290","309","369","408","638","882","932",
"남구","방문요양","기관수[개]","개","53","53","64","65","71","69","99","102","110","111",
"남구","방문목욕","기관수[개]","개","34","34","41","38","43","40","54","55","60","54",
"남구","방문간호","기관수[개]","개","1","2","2","2","3","3","5","5","6","5",
"남구","주야간보호","기관수[개]","개","11","11","12","14","15","15","18","21","23","24",
"남구","주야간보호","정원[명]","명","163","197","216","290","309","369","408","638","882","932",
"남구","단기보호","기관수[개]","개","0","0","1","0","0","-","-","-","-","0",
"남구","단기보호","정원[명]","명","0","0","4","0","0","-","-","-","-","0",
"남구","복지용구","기관수[개]","개","10","9","11","9","10","9","9","10","10","12",
"남구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"남구","시설","기관수[개]","개","19","18","17","16","15","14","15","14","15","14",
"남구","시설","정원[명]","명","544","533","510","471","464","448","488","462","477","464",
"남구","노인요양시설","기관수[개]","개","14","14","14","15","14","13","14","13","14","13",
"남구","노인요양시설","정원[명]","명","501","499","483","462","455","439","479","453","468","455",
"남구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"남구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"남구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"남구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"남구","노인요양공동생활가정","기관수[개]","개","5","4","3","1","1","1","1","1","1","1",
"남구","노인요양공동생활가정","정원[명]","명","43","34","27","9","9","9","9","9","9","9",
"남구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"남구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"북구","계","기관수[개]","개","140","158","174","188","193","209","284","286","255","267",
"북구","계","정원[명]","명","1053","1243","1414","1641","1799","1983","2747","3058","3174","3322",
"북구","재가","기관수[개]","개","113","127","140","157","164","178","254","256","225","238",
"북구","재가","정원[명]","명","227","367","477","719","890","1049","1783","2053","2163","2384",
"북구","방문요양","기관수[개]","개","97","106","116","127","132","140","205","209","182","196",
"북구","방문목욕","기관수[개]","개","72","80","87","92","88","87","122","124","106","114",
"북구","방문간호","기관수[개]","개","5","6","6","4","5","6","9","8","10","11",
"북구","주야간보호","기관수[개]","개","15","21","25","30","33","42","56","58","59","62",
"북구","주야간보호","정원[명]","명","227","367","477","719","890","1049","1783","2053","2163","2384",
"북구","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"북구","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"북구","복지용구","기관수[개]","개","9","11","13","15","15","15","22","20","16","18",
"북구","통합재가서비스","기관수[개]","개","","","","","","","","","-","1",
"북구","시설","기관수[개]","개","27","31","34","31","29","31","30","30","30","29",
"북구","시설","정원[명]","명","826","876","937","922","909","934","964","1005","1011","938",
"북구","노인요양시설","기관수[개]","개","17","17","19","20","19","21","19","20","20","19",
"북구","노인요양시설","정원[명]","명","746","760","812","831","827","853","874","923","929","856",
"북구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"북구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"북구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"북구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"북구","노인요양공동생활가정","기관수[개]","개","10","14","15","11","10","10","11","10","10","10",
"북구","노인요양공동생활가정","정원[명]","명","80","116","125","91","82","81","90","82","82","82",
"북구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"북구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"광산구","계","기관수[개]","개","116","105","111","122","141","148","181","194","193","214",
"광산구","계","정원[명]","명","1148","1126","1248","1415","1617","1801","2103","2796","2928","3088",
"광산구","재가","기관수[개]","개","91","81","86","97","115","124","157","169","166","183",
"광산구","재가","정원[명]","명","185","183","232","352","507","691","967","1529","1596","1655",
"광산구","방문요양","기관수[개]","개","76","67","73","78","91","96","130","134","136","151",
"광산구","방문목욕","기관수[개]","개","51","45","48","48","58","58","84","85","85","90",
"광산구","방문간호","기관수[개]","개","4","1","1","2","2","1","5","5","7","8",
"광산구","주야간보호","기관수[개]","개","13","12","14","17","20","23","30","43","42","43",
"광산구","주야간보호","정원[명]","명","185","183","232","352","507","691","963","1525","1592","1651",
"광산구","단기보호","기관수[개]","개","0","0","0","0","0","-","1","1","1","1",
"광산구","단기보호","정원[명]","명","0","0","0","0","0","-","4","4","4","4",
"광산구","복지용구","기관수[개]","개","9","10","10","13","14","16","15","15","12","14",
"광산구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"광산구","시설","기관수[개]","개","25","24","25","25","26","24","24","25","27","31",
"광산구","시설","정원[명]","명","963","943","1016","1063","1110","1110","1136","1267","1332","1433",
"광산구","노인요양시설","기관수[개]","개","17","16","19","19","20","20","21","22","24","28",
"광산구","노인요양시설","정원[명]","명","896","876","964","1011","1058","1075","1110","1241","1306","1407",
"광산구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"광산구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"광산구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"광산구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"광산구","노인요양공동생활가정","기관수[개]","개","8","8","6","6","6","4","3","3","3","3",
"광산구","노인요양공동생활가정","정원[명]","명","67","67","52","52","52","35","26","26","26","26",
"광산구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"광산구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"대전","계","기관수[개]","개","523","562","617","656","667","711","827","827","840","850",
"대전","계","정원[명]","명","4734","5529","6358","7390","7878","9166","10549","11257","12220","13220",
"대전","재가","기관수[개]","개","421","449","502","536","548","587","699","691","696","703",
"대전","재가","정원[명]","명","638","993","1600","2250","2774","3619","4475","4877","5586","6050",
"대전","방문요양","기관수[개]","개","344","362","399","426","428","462","568","553","548","552",
"대전","방문목욕","기관수[개]","개","311","326","360","377","383","401","465","446","433","429",
"대전","방문간호","기관수[개]","개","18","19","19","20","26","26","43","41","38","40",
"대전","주야간보호","기관수[개]","개","40","53","74","90","101","118","138","147","157","162",
"대전","주야간보호","정원[명]","명","631","986","1593","2243","2767","3612","4468","4867","5576","6043",
"대전","단기보호","기관수[개]","개","1","1","1","1","1","1","1","2","2","1",
"대전","단기보호","정원[명]","명","7","7","7","7","7","7","7","10","10","7",
"대전","복지용구","기관수[개]","개","53","55","61","68","69","69","76","73","75","75",
"대전","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"대전","시설","기관수[개]","개","102","113","115","120","119","124","128","136","144","147",
"대전","시설","정원[명]","명","4096","4536","4758","5140","5104","5547","6074","6380","6634","7170",
"대전","노인요양시설","기관수[개]","개","68","74","76","81","81","86","88","93","98","104",
"대전","노인요양시설","정원[명]","명","3809","4204","4422","4807","4770","5214","5725","6002","6229","6789",
"대전","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"대전","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"대전","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"대전","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"대전","노인요양공동생활가정","기관수[개]","개","34","39","39","39","38","38","40","43","46","43",
"대전","노인요양공동생활가정","정원[명]","명","287","332","336","333","334","333","349","378","405","381",
"대전","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"대전","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"동구","계","기관수[개]","개","105","115","124","126","126","138","156","154","158","158",
"동구","계","정원[명]","명","991","1222","1408","1484","1673","2017","2171","2332","2424","2561",
"동구","재가","기관수[개]","개","82","89","99","99","97","105","124","122","125","126",
"동구","재가","정원[명]","명","96","148","298","330","399","507","587","748","824","950",
"동구","방문요양","기관수[개]","개","69","73","81","79","76","83","106","100","103","103",
"동구","방문목욕","기관수[개]","개","61","65","70","69","67","72","83","79","80","78",
"동구","방문간호","기관수[개]","개","3","3","3","3","5","6","8","9","6","6",
"동구","주야간보호","기관수[개]","개","8","12","15","17","18","23","24","27","28","30",
"동구","주야간보호","정원[명]","명","96","148","298","330","399","507","587","748","824","950",
"동구","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"동구","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"동구","복지용구","기관수[개]","개","10","10","12","13","12","11","12","12","12","12",
"동구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"동구","시설","기관수[개]","개","23","26","25","27","29","33","32","32","33","32",
"동구","시설","정원[명]","명","895","1074","1110","1154","1274","1510","1584","1584","1600","1611",
"동구","노인요양시설","기관수[개]","개","13","16","15","17","18","21","20","20","20","21",
"동구","노인요양시설","정원[명]","명","809","985","1021","1068","1177","1405","1479","1479","1484","1513",
"동구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"동구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"동구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"동구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"동구","노인요양공동생활가정","기관수[개]","개","10","10","10","10","11","12","12","12","13","11",
"동구","노인요양공동생활가정","정원[명]","명","86","89","89","86","97","105","105","105","116","98",
"동구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"동구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"중구","계","기관수[개]","개","143","143","163","179","189","200","228","222","223","217",
"중구","계","정원[명]","명","959","1101","1391","1740","1767","1884","2086","2174","2450","2740",
"중구","재가","기관수[개]","개","122","121","139","156","165","178","205","196","192","187",
"중구","재가","정원[명]","명","89","112","326","567","686","853","1063","1038","1250","1341",
"중구","방문요양","기관수[개]","개","99","95","107","119","125","138","162","154","145","139",
"중구","방문목욕","기관수[개]","개","88","83","94","104","112","120","135","129","119","113",
"중구","방문간호","기관수[개]","개","8","7","6","6","7","7","12","11","9","8",
"중구","주야간보호","기관수[개]","개","5","6","14","20","23","26","31","31","36","36",
"중구","주야간보호","정원[명]","명","89","112","326","567","686","853","1063","1038","1250","1341",
"중구","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"중구","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"중구","복지용구","기관수[개]","개","20","22","25","30","31","30","29","27","27","28",
"중구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"중구","시설","기관수[개]","개","21","22","24","23","24","22","23","26","31","30",
"중구","시설","정원[명]","명","870","989","1065","1173","1081","1031","1023","1136","1200","1399",
"중구","노인요양시설","기관수[개]","개","15","16","18","17","17","16","16","18","21","21",
"중구","노인요양시설","정원[명]","명","819","938","1014","1122","1018","977","961","1065","1113","1318",
"중구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"중구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"중구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"중구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"중구","노인요양공동생활가정","기관수[개]","개","6","6","6","6","7","6","7","8","10","9",
"중구","노인요양공동생활가정","정원[명]","명","51","51","51","51","63","54","62","71","87","81",
"중구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"중구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"서구","계","기관수[개]","개","131","144","152","166","176","187","223","224","223","230",
"서구","계","정원[명]","명","1407","1567","1775","2100","2132","2706","3354","3499","3716","3893",
"서구","재가","기관수[개]","개","99","108","118","131","141","151","184","182","181","185",
"서구","재가","정원[명]","명","179","343","540","808","921","1330","1694","1755","1864","1938",
"서구","방문요양","기관수[개]","개","77","83","90","105","111","118","151","145","145","149",
"서구","방문목욕","기관수[개]","개","72","76","84","95","101","101","122","115","111","113",
"서구","방문간호","기관수[개]","개","3","4","4","4","5","6","12","9","10","11",
"서구","주야간보호","기관수[개]","개","11","16","22","27","30","37","44","45","45","46",
"서구","주야간보호","정원[명]","명","179","343","540","808","921","1330","1694","1755","1864","1938",
"서구","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"서구","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"서구","복지용구","기관수[개]","개","13","13","13","12","14","15","16","17","18","18",
"서구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"서구","시설","기관수[개]","개","32","36","34","35","35","36","39","42","42","45",
"서구","시설","정원[명]","명","1228","1224","1235","1292","1211","1376","1660","1744","1852","1955",
"서구","노인요양시설","기관수[개]","개","21","22","23","24","23","24","27","28","28","30",
"서구","노인요양시설","정원[명]","명","1137","1109","1144","1201","1109","1274","1559","1623","1731","1825",
"서구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"서구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"서구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"서구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"서구","노인요양공동생활가정","기관수[개]","개","11","14","11","11","12","12","12","14","14","15",
"서구","노인요양공동생활가정","정원[명]","명","91","115","91","91","102","102","101","121","121","130",
"서구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"서구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"유성구","계","기관수[개]","개","81","89","101","102","96","104","125","127","136","144",
"유성구","계","정원[명]","명","797","942","970","1217","1417","1509","1826","1948","2174","2280",
"유성구","재가","기관수[개]","개","70","76","87","85","81","88","108","109","116","123",
"유성구","재가","정원[명]","명","174","216","250","344","512","573","789","853","1032","1042",
"유성구","방문요양","기관수[개]","개","55","61","71","69","63","69","81","86","89","95",
"유성구","방문목욕","기관수[개]","개","50","57","67","64","59","62","70","69","69","71",
"유성구","방문간호","기관수[개]","개","2","2","3","4","5","3","7","8","9","10",
"유성구","주야간보호","기관수[개]","개","10","11","13","15","18","19","27","26","27","28",
"유성구","주야간보호","정원[명]","명","167","209","243","337","505","566","782","846","1025","1035",
"유성구","단기보호","기관수[개]","개","1","1","1","1","1","1","1","1","1","1",
"유성구","단기보호","정원[명]","명","7","7","7","7","7","7","7","7","7","7",
"유성구","복지용구","기관수[개]","개","9","9","9","10","9","10","15","13","14","15",
"유성구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"유성구","시설","기관수[개]","개","11","13","14","17","15","16","17","18","20","21",
"유성구","시설","정원[명]","명","623","726","720","873","905","936","1037","1095","1142","1238",
"유성구","노인요양시설","기관수[개]","개","9","10","9","12","12","13","13","14","16","17",
"유성구","노인요양시설","정원[명]","명","605","699","675","828","878","909","1001","1059","1106","1202",
"유성구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"유성구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"유성구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"유성구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"유성구","노인요양공동생활가정","기관수[개]","개","2","3","5","5","3","3","4","4","4","4",
"유성구","노인요양공동생활가정","정원[명]","명","18","27","45","45","27","27","36","36","36","36",
"유성구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"유성구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"대덕구","계","기관수[개]","개","63","71","77","83","80","82","95","100","100","101",
"대덕구","계","정원[명]","명","580","697","814","849","889","1050","1112","1304","1456","1746",
"대덕구","재가","기관수[개]","개","48","55","59","65","64","65","78","82","82","82",
"대덕구","재가","정원[명]","명","100","174","186","201","256","356","342","483","616","779",
"대덕구","방문요양","기관수[개]","개","44","50","50","54","53","54","68","68","66","66",
"대덕구","방문목욕","기관수[개]","개","40","45","45","45","44","46","55","54","54","54",
"대덕구","방문간호","기관수[개]","개","2","3","3","3","4","4","4","4","4","5",
"대덕구","주야간보호","기관수[개]","개","6","8","10","11","12","13","12","18","21","22",
"대덕구","주야간보호","정원[명]","명","100","174","186","201","256","356","342","480","613","779",
"대덕구","단기보호","기관수[개]","개","0","0","0","0","0","-","-","1","1","0",
"대덕구","단기보호","정원[명]","명","0","0","0","0","0","-","-","3","3","0",
"대덕구","복지용구","기관수[개]","개","1","1","2","3","3","3","4","4","4","2",
"대덕구","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"대덕구","시설","기관수[개]","개","15","16","18","18","16","17","17","18","18","19",
"대덕구","시설","정원[명]","명","480","523","628","648","633","694","770","821","840","967",
"대덕구","노인요양시설","기관수[개]","개","10","10","11","11","11","12","12","13","13","15",
"대덕구","노인요양시설","정원[명]","명","439","473","568","588","588","649","725","776","795","931",
"대덕구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"대덕구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"대덕구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"대덕구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"대덕구","노인요양공동생활가정","기관수[개]","개","5","6","7","7","5","5","5","5","5","4",
"대덕구","노인요양공동생활가정","정원[명]","명","41","50","60","60","45","45","45","45","45","36",
"대덕구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"대덕구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"울산","계","기관수[개]","개","196","203","212","225","239","254","327","327","359","397",
"울산","계","정원[명]","명","1970","2118","2241","2461","2726","3113","4349","5065","5614","6281",
"울산","재가","기관수[개]","개","156","160","168","181","193","207","277","277","310","342",
"울산","재가","정원[명]","명","375","498","584","782","1043","1378","2273","2874","3484","3988",
"울산","방문요양","기관수[개]","개","125","126","133","143","152","165","224","218","248","278",
"울산","방문목욕","기관수[개]","개","105","101","103","106","112","110","122","121","134","141",
"울산","방문간호","기관수[개]","개","15","19","16","16","15","19","17","16","15","14",
"울산","주야간보호","기관수[개]","개","23","27","31","40","50","61","83","99","109","123",
"울산","주야간보호","정원[명]","명","370","493","579","782","1037","1378","2269","2865","3475","3988",
"울산","단기보호","기관수[개]","개","1","1","1","0","1","-","1","2","2","0",
"울산","단기보호","정원[명]","명","5","5","5","0","6","-","4","9","9","0",
"울산","복지용구","기관수[개]","개","22","21","21","23","22","22","24","22","25","23",
"울산","통합재가서비스","기관수[개]","개","","","","","","","","","-","1",
"울산","시설","기관수[개]","개","40","43","44","44","46","47","50","50","49","55",
"울산","시설","정원[명]","명","1595","1620","1657","1679","1683","1735","2076","2191","2130","2293",
"울산","노인요양시설","기관수[개]","개","28","29","29","30","31","33","37","36","35","39",
"울산","노인요양시설","정원[명]","명","1494","1501","1529","1560","1555","1613","1960","2066","2005","2150",
"울산","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"울산","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"울산","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"울산","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"울산","노인요양공동생활가정","기관수[개]","개","12","14","15","14","15","14","13","14","14","16",
"울산","노인요양공동생활가정","정원[명]","명","101","119","128","119","128","122","116","125","125","143",
"울산","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"울산","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"중구","계","기관수[개]","개","36","38","42","46","55","60","74","75","83","91",
"중구","계","정원[명]","명","368","384","444","489","674","717","970","1098","1331","1504",
"중구","재가","기관수[개]","개","31","32","36","40","47","52","64","65","74","79",
"중구","재가","정원[명]","명","131","130","163","208","356","399","504","634","938","1035",
"중구","방문요양","기관수[개]","개","28","27","30","33","37","42","53","54","60","66",
"중구","방문목욕","기관수[개]","개","26","24","25","25","27","29","32","34","36","37",
"중구","방문간호","기관수[개]","개","4","6","6","7","7","8","7","5","6","5",
"중구","주야간보호","기관수[개]","개","6","6","8","10","15","16","17","19","23","27",
"중구","주야간보호","정원[명]","명","131","130","163","208","356","399","504","634","938","1035",
"중구","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"중구","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"중구","복지용구","기관수[개]","개","4","5","6","6","7","7","8","8","10","8",
"중구","통합재가서비스","기관수[개]","개","","","","","","","","","-","1",
"중구","시설","기관수[개]","개","5","6","6","6","8","8","10","10","9","12",
"중구","시설","정원[명]","명","237","254","281","281","318","318","466","464","393","469",
"중구","노인요양시설","기관수[개]","개","5","6","6","6","7","7","9","9","8","10",
"중구","노인요양시설","정원[명]","명","237","254","281","281","309","309","457","455","384","451",
"중구","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"중구","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"중구","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"중구","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"중구","노인요양공동생활가정","기관수[개]","개","0","0","0","0","1","1","1","1","1","2",
"중구","노인요양공동생활가정","정원[명]","명","0","0","0","0","9","9","9","9","9","18",
"중구","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"중구","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"남구","계","기관수[개]","개","59","60","63","67","65","67","89","87","94","104",
"남구","계","정원[명]","명","151","190","282","320","336","470","827","1044","1073","1193",
"남구","재가","기관수[개]","개","53","53","55","58","56","58","80","78","87","96",
"남구","재가","정원[명]","명","86","97","125","134","150","261","598","815","867","952",
"남구","방문요양","기관수[개]","개","40","40","43","47","45","47","68","63","72","80",
"남구","방문목욕","기관수[개]","개","33","30","32","32","31","28","28","26","31","37",
"남구","방문간호","기관수[개]","개","4","4","4","3","2","2","1","1","1","1",
"남구","주야간보호","기관수[개]","개","6","7","8","9","11","14","23","30","30","33",
