시군구,이용급여 유형,연령,1등급,2등급,3등급,4등급,5등급,인지지원등급
울산광역시 남구,방문간호,80-84세,2,4,4,13,0,0
울산광역시 남구,방문간호,85-89세,4,3,2,13,1,0
울산광역시 남구,방문간호,90-94세,1,2,0,1,0,0
울산광역시 남구,방문간호,95세이상,0,0,0,0,0,0
울산광역시 남구,주야간보호,65-69세,1,1,10,19,7,4
울산광역시 남구,주야간보호,70-74세,0,3,20,43,13,2
울산광역시 남구,주야간보호,75-79세,1,6,56,68,18,3
울산광역시 남구,주야간보호,80-84세,3,4,67,142,51,3
울산광역시 남구,주야간보호,85-89세,3,14,76,103,29,3
울산광역시 남구,주야간보호,90-94세,0,3,21,30,9,0
울산광역시 남구,주야간보호,95세이상,0,2,4,5,0,0
울산광역시 남구,단기보호,65-69세,0,0,0,0,0,0
울산광역시 남구,단기보호,70-74세,0,0,0,0,0,0
울산광역시 남구,단기보호,75-79세,0,0,0,0,0,0
울산광역시 남구,단기보호,80-84세,0,0,0,0,0,0
울산광역시 남구,단기보호,85-89세,0,0,0,0,0,0
울산광역시 남구,단기보호,90-94세,0,0,1,0,0,0
울산광역시 남구,단기보호,95세이상,0,0,0,0,0,0
울산광역시 동구,방문요양,65-69세,5,11,44,80,3,0
울산광역시 동구,방문요양,70-74세,6,14,57,115,10,0
울산광역시 동구,방문요양,75-79세,6,21,75,141,23,0
울산광역시 동구,방문요양,80-84세,10,16,84,151,14,0
울산광역시 동구,방문요양,85-89세,6,12,69,118,9,0
울산광역시 동구,방문요양,90-94세,4,11,21,21,3,0
울산광역시 동구,방문요양,95세이상,0,3,11,9,0,0
울산광역시 동구,방문목욕,65-69세,1,3,4,5,0,0
울산광역시 동구,방문목욕,70-74세,2,3,9,12,2,0
울산광역시 동구,방문목욕,75-79세,1,1,10,19,1,0
울산광역시 동구,방문목욕,80-84세,1,3,19,14,3,0
울산광역시 동구,방문목욕,85-89세,0,3,13,13,0,0
울산광역시 동구,방문목욕,90-94세,1,3,6,4,2,0
울산광역시 동구,방문목욕,95세이상,0,1,4,2,0,0
울산광역시 동구,방문간호,65-69세,0,0,2,0,1,0
울산광역시 동구,방문간호,70-74세,0,1,2,0,0,0
울산광역시 동구,방문간호,75-79세,2,2,2,2,0,0
울산광역시 동구,방문간호,80-84세,0,5,10,7,0,0
울산광역시 동구,방문간호,85-89세,1,1,6,4,0,0
울산광역시 동구,방문간호,90-94세,3,3,1,0,1,0
울산광역시 동구,방문간호,95세이상,0,0,0,0,0,0
울산광역시 동구,주야간보호,65-69세,0,2,7,9,4,1
울산광역시 동구,주야간보호,70-74세,0,1,16,9,13,1
울산광역시 동구,주야간보호,75-79세,0,2,20,40,9,1
울산광역시 동구,주야간보호,80-84세,0,6,35,47,13,0
울산광역시 동구,주야간보호,85-89세,1,1,30,40,6,1
울산광역시 동구,주야간보호,90-94세,0,2,11,7,3,0
울산광역시 동구,주야간보호,95세이상,0,0,5,2,0,0
울산광역시 동구,단기보호,65-69세,0,0,0,0,0,0
울산광역시 동구,단기보호,70-74세,0,0,0,0,0,0
울산광역시 동구,단기보호,75-79세,0,0,0,0,0,0
울산광역시 동구,단기보호,80-84세,0,0,0,0,0,0
울산광역시 동구,단기보호,85-89세,0,0,0,0,0,0
울산광역시 동구,단기보호,90-94세,0,0,0,0,0,0
울산광역시 동구,단기보호,95세이상,0,0,0,0,0,0
울산광역시 북구,방문요양,65-69세,6,5,32,50,3,0
울산광역시 북구,방문요양,70-74세,7,4,47,64,9,0
울산광역시 북구,방문요양,75-79세,6,19,54,79,12,0
울산광역시 북구,방문요양,80-84세,8,14,92,121,20,0
울산광역시 북구,방문요양,85-89세,3,11,80,100,11,0
울산광역시 북구,방문요양,90-94세,6,12,61,35,2,0
울산광역시 북구,방문요양,95세이상,2,1,12,6,0,0
울산광역시 북구,방문목욕,65-69세,1,1,6,4,1,0
울산광역시 북구,방문목욕,70-74세,0,1,7,8,0,0
울산광역시 북구,방문목욕,75-79세,2,4,14,18,3,0
울산광역시 북구,방문목욕,80-84세,2,6,26,25,0,0
울산광역시 북구,방문목욕,85-89세,1,5,22,24,4,0
울산광역시 북구,방문목욕,90-94세,2,4,7,12,0,0
울산광역시 북구,방문목욕,95세이상,0,0,2,0,0,0
울산광역시 북구,방문간호,65-69세,0,0,1,0,0,0
울산광역시 북구,방문간호,70-74세,1,0,1,1,1,0
울산광역시 북구,방문간호,75-79세,1,3,0,1,1,0
울산광역시 북구,방문간호,80-84세,3,4,11,5,0,0
울산광역시 북구,방문간호,85-89세,0,0,2,10,0,0
울산광역시 북구,방문간호,90-94세,2,0,4,2,0,0
울산광역시 북구,방문간호,95세이상,0,0,1,0,0,0
울산광역시 북구,주야간보호,65-69세,0,2,7,11,2,4
울산광역시 북구,주야간보호,70-74세,1,1,13,14,7,2
울산광역시 북구,주야간보호,75-79세,3,6,21,34,20,0
울산광역시 북구,주야간보호,80-84세,1,5,41,52,30,7
울산광역시 북구,주야간보호,85-89세,2,1,43,46,18,2
울산광역시 북구,주야간보호,90-94세,0,2,23,12,1,0
울산광역시 북구,주야간보호,95세이상,0,1,5,2,1,0
울산광역시 북구,단기보호,65-69세,0,0,0,0,0,0
울산광역시 북구,단기보호,70-74세,0,0,0,0,0,0
울산광역시 북구,단기보호,75-79세,0,0,0,0,0,0
울산광역시 북구,단기보호,80-84세,0,0,0,0,0,0
울산광역시 북구,단기보호,85-89세,0,0,0,0,0,0
울산광역시 북구,단기보호,90-94세,0,0,0,0,0,0
울산광역시 북구,단기보호,95세이상,0,0,0,0,0,0
울산광역시 울주군,방문요양,65-69세,13,10,51,74,7,1
울산광역시 울주군,방문요양,70-74세,9,24,60,134,7,0
울산광역시 울주군,방문요양,75-79세,10,27,115,242,20,0
울산광역시 울주군,방문요양,80-84세,16,34,146,322,29,0
울산광역시 울주군,방문요양,85-89세,10,58,167,317,21,0
울산광역시 울주군,방문요양,90-94세,10,23,79,104,2,0
울산광역시 울주군,방문요양,95세이상,1,7,22,19,1,0
울산광역시 울주군,방문목욕,65-69세,4,1,4,13,1,0
울산광역시 울주군,방문목욕,70-74세,3,8,13,21,2,0
울산광역시 울주군,방문목욕,75-79세,5,8,19,47,2,0
울산광역시 울주군,방문목욕,80-84세,5,16,47,91,6,0
울산광역시 울주군,방문목욕,85-89세,4,18,50,94,10,0
울산광역시 울주군,방문목욕,90-94세,1,11,30,44,1,0
울산광역시 울주군,방문목욕,95세이상,0,4,12,7,0,0
울산광역시 울주군,방문간호,65-69세,4,0,3,1,0,0
울산광역시 울주군,방문간호,70-74세,1,1,1,2,1,0
울산광역시 울주군,방문간호,75-79세,2,2,7,8,1,0
울산광역시 울주군,방문간호,80-84세,5,4,6,13,0,0
울산광역시 울주군,방문간호,85-89세,3,2,3,5,0,0
울산광역시 울주군,방문간호,90-94세,2,3,1,1,0,0
울산광역시 울주군,방문간호,95세이상,0,0,0,1,0,0
울산광역시 울주군,주야간보호,65-69세,3,2,9,13,8,3
울산광역시 울주군,주야간보호,70-74세,2,1,18,36,22,0
울산광역시 울주군,주야간보호,75-79세,0,10,29,77,32,3
울산광역시 울주군,주야간보호,80-84세,2,13,79,126,46,2
울산광역시 울주군,주야간보호,85-89세,3,11,70,129,37,1
울산광역시 울주군,주야간보호,90-94세,0,3,33,40,9,0
울산광역시 울주군,주야간보호,95세이상,0,3,7,5,0,0
울산광역시 울주군,단기보호,65-69세,0,0,0,0,0,0
울산광역시 울주군,단기보호,70-74세,0,0,0,0,0,0
울산광역시 울주군,단기보호,75-79세,0,0,0,0,0,0
울산광역시 울주군,단기보호,80-84세,0,0,0,0,0,0
울산광역시 울주군,단기보호,85-89세,0,0,0,0,0,0
울산광역시 울주군,단기보호,90-94세,0,0,0,0,0,0
울산광역시 울주군,단기보호,95세이상,0,0,0,0,0,0
세종특별자치시,방문요양,65-69세,6,16,47,57,13,0
세종특별자치시,방문요양,70-74세,9,16,51,114,20,0
세종특별자치시,방문요양,75-79세,10,23,84,179,44,0
세종특별자치시,방문요양,80-84세,14,47,146,255,65,0
세종특별자치시,방문요양,85-89세,13,33,147,306,56,0
세종특별자치시,방문요양,90-94세,14,33,73,122,13,0
세종특별자치시,방문요양,95세이상,7,11,22,26,0,0
세종특별자치시,방문목욕,65-69세,0,5,5,0,1,0
세종특별자치시,방문목욕,70-74세,2,2,4,6,1,0
세종특별자치시,방문목욕,75-79세,2,4,12,20,3,0
세종특별자치시,방문목욕,80-84세,4,10,21,34,6,0
세종특별자치시,방문목욕,85-89세,3,10,22,39,5,0
세종특별자치시,방문목욕,90-94세,1,9,7,17,0,0
세종특별자치시,방문목욕,95세이상,2,1,2,2,0,0
세종특별자치시,방문간호,65-69세,0,2,0,1,0,0
세종특별자치시,방문간호,70-74세,5,0,2,4,0,0
세종특별자치시,방문간호,75-79세,3,2,1,2,0,0
세종특별자치시,방문간호,80-84세,5,5,15,8,1,0
세종특별자치시,방문간호,85-89세,4,4,8,6,4,0
세종특별자치시,방문간호,90-94세,3,2,4,5,0,0
세종특별자치시,방문간호,95세이상,1,0,1,0,0,0
세종특별자치시,주야간보호,65-69세,0,2,13,11,9,0
세종특별자치시,주야간보호,70-74세,1,7,11,24,18,4
세종특별자치시,주야간보호,75-79세,2,3,34,89,63,5
세종특별자치시,주야간보호,80-84세,5,8,65,131,75,7
세종특별자치시,주야간보호,85-89세,2,11,82,160,65,4
세종특별자치시,주야간보호,90-94세,0,12,27,80,21,1
세종특별자치시,주야간보호,95세이상,1,1,7,4,2,0
세종특별자치시,단기보호,65-69세,0,0,0,0,0,0
세종특별자치시,단기보호,70-74세,0,0,0,0,0,0
세종특별자치시,단기보호,75-79세,0,0,0,0,0,0
세종특별자치시,단기보호,80-84세,0,0,0,0,0,0
세종특별자치시,단기보호,85-89세,0,0,2,1,0,0
세종특별자치시,단기보호,90-94세,0,0,0,0,0,0
세종특별자치시,단기보호,95세이상,0,0,0,0,0,0
경기도 수원시 장안구,방문요양,65-69세,6,10,76,51,7,0
경기도 수원시 장안구,방문요양,70-74세,8,23,90,112,14,0
경기도 수원시 장안구,방문요양,75-79세,7,29,137,207,22,0
경기도 수원시 장안구,방문요양,80-84세,28,48,228,284,33,0
경기도 수원시 장안구,방문요양,85-89세,16,47,193,285,18,0
경기도 수원시 장안구,방문요양,90-94세,10,26,106,116,7,0
경기도 수원시 장안구,방문요양,95세이상,3,11,18,17,0,0
경기도 수원시 장안구,방문목욕,65-69세,2,1,6,3,0,0
경기도 수원시 장안구,방문목욕,70-74세,3,3,11,6,0,0
경기도 수원시 장안구,방문목욕,75-79세,0,5,11,7,1,0
경기도 수원시 장안구,방문목욕,80-84세,1,6,11,12,0,0
경기도 수원시 장안구,방문목욕,85-89세,3,6,12,13,0,0
경기도 수원시 장안구,방문목욕,90-94세,2,4,10,3,0,0
경기도 수원시 장안구,방문목욕,95세이상,0,0,1,1,0,0
경기도 수원시 장안구,방문간호,65-69세,1,0,0,2,0,0
경기도 수원시 장안구,방문간호,70-74세,1,2,1,3,1,0
경기도 수원시 장안구,방문간호,75-79세,1,3,4,4,0,0
경기도 수원시 장안구,방문간호,80-84세,4,2,13,8,1,0
경기도 수원시 장안구,방문간호,85-89세,7,5,10,4,1,0
경기도 수원시 장안구,방문간호,90-94세,1,2,7,3,0,0
경기도 수원시 장안구,방문간호,95세이상,0,2,1,0,0,0
경기도 수원시 장안구,주야간보호,65-69세,1,1,9,2,4,0
경기도 수원시 장안구,주야간보호,70-74세,0,3,17,19,19,2
경기도 수원시 장안구,주야간보호,75-79세,0,8,36,44,26,4
경기도 수원시 장안구,주야간보호,80-84세,3,8,50,85,42,5
경기도 수원시 장안구,주야간보호,85-89세,1,6,42,74,30,7
경기도 수원시 장안구,주야간보호,90-94세,1,3,26,35,10,2
경기도 수원시 장안구,주야간보호,95세이상,1,0,3,2,1,0
경기도 수원시 장안구,단기보호,65-69세,0,0,0,0,0,0
경기도 수원시 장안구,단기보호,70-74세,0,0,0,0,0,0
경기도 수원시 장안구,단기보호,75-79세,0,0,0,0,0,0
경기도 수원시 장안구,단기보호,80-84세,0,0,0,0,0,0
경기도 수원시 장안구,단기보호,85-89세,0,0,0,0,0,0
경기도 수원시 장안구,단기보호,90-94세,0,0,1,0,0,0
경기도 수원시 장안구,단기보호,95세이상,0,0,0,0,0,0
경기도 수원시 권선구,방문요양,65-69세,9,18,65,71,11,0
경기도 수원시 권선구,방문요양,70-74세,5,26,97,153,16,1
경기도 수원시 권선구,방문요양,75-79세,15,35,158,205,35,0
경기도 수원시 권선구,방문요양,80-84세,17,52,257,309,49,0
경기도 수원시 권선구,방문요양,85-89세,21,45,225,291,29,0
경기도 수원시 권선구,방문요양,90-94세,12,18,103,87,10,0
경기도 수원시 권선구,방문요양,95세이상,2,9,28,19,0,0
경기도 수원시 권선구,방문목욕,65-69세,3,0,9,3,0,0
경기도 수원시 권선구,방문목욕,70-74세,0,6,10,8,1,0
경기도 수원시 권선구,방문목욕,75-79세,4,13,12,14,0,0
경기도 수원시 권선구,방문목욕,80-84세,2,8,26,13,0,0
경기도 수원시 권선구,방문목욕,85-89세,4,8,24,9,1,0
경기도 수원시 권선구,방문목욕,90-94세,2,7,12,5,1,0
경기도 수원시 권선구,방문목욕,95세이상,1,3,4,1,0,0
경기도 수원시 권선구,방문간호,65-69세,3,0,4,0,1,0
경기도 수원시 권선구,방문간호,70-74세,2,2,5,5,1,0
경기도 수원시 권선구,방문간호,75-79세,0,4,5,4,0,0
경기도 수원시 권선구,방문간호,80-84세,0,11,12,6,1,0
경기도 수원시 권선구,방문간호,85-89세,2,6,8,10,0,0
경기도 수원시 권선구,방문간호,90-94세,3,5,3,1,0,0
경기도 수원시 권선구,방문간호,95세이상,0,3,1,0,0,0
경기도 수원시 권선구,주야간보호,65-69세,1,3,6,12,15,2
경기도 수원시 권선구,주야간보호,70-74세,0,2,16,20,17,2
경기도 수원시 권선구,주야간보호,75-79세,3,3,32,50,40,9
경기도 수원시 권선구,주야간보호,80-84세,1,7,57,91,60,5
경기도 수원시 권선구,주야간보호,85-89세,0,5,46,83,31,3
경기도 수원시 권선구,주야간보호,90-94세,0,2,18,33,5,1
경기도 수원시 권선구,주야간보호,95세이상,0,1,3,7,1,0
경기도 수원시 권선구,단기보호,65-69세,0,0,0,0,0,0
경기도 수원시 권선구,단기보호,70-74세,0,0,0,0,0,0
경기도 수원시 권선구,단기보호,75-79세,0,0,0,0,0,0
경기도 수원시 권선구,단기보호,80-84세,0,1,0,2,0,0
경기도 수원시 권선구,단기보호,85-89세,0,0,0,0,1,0
경기도 수원시 권선구,단기보호,90-94세,0,0,0,0,0,0
경기도 수원시 권선구,단기보호,95세이상,0,0,0,0,0,0
경기도 수원시 팔달구,방문요양,65-69세,4,11,45,71,6,0
경기도 수원시 팔달구,방문요양,70-74세,8,18,78,102,6,1
경기도 수원시 팔달구,방문요양,75-79세,10,26,126,143,17,0
경기도 수원시 팔달구,방문요양,80-84세,14,40,170,214,20,0
경기도 수원시 팔달구,방문요양,85-89세,5,24,150,162,19,0
경기도 수원시 팔달구,방문요양,90-94세,10,20,64,51,2,0
경기도 수원시 팔달구,방문요양,95세이상,1,7,16,9,0,0
경기도 수원시 팔달구,방문목욕,65-69세,1,1,2,1,0,0
경기도 수원시 팔달구,방문목욕,70-74세,0,7,4,2,0,0
경기도 수원시 팔달구,방문목욕,75-79세,3,3,6,9,0,0
경기도 수원시 팔달구,방문목욕,80-84세,3,3,8,4,1,0
경기도 수원시 팔달구,방문목욕,85-89세,0,3,11,9,3,0
경기도 수원시 팔달구,방문목욕,90-94세,2,2,4,2,1,0
경기도 수원시 팔달구,방문목욕,95세이상,0,1,3,1,0,0
경기도 수원시 팔달구,방문간호,65-69세,1,0,3,2,0,0
경기도 수원시 팔달구,방문간호,70-74세,2,1,1,1,0,0
경기도 수원시 팔달구,방문간호,75-79세,1,1,4,4,0,0
경기도 수원시 팔달구,방문간호,80-84세,1,3,10,4,0,0
경기도 수원시 팔달구,방문간호,85-89세,2,0,3,2,0,0
경기도 수원시 팔달구,방문간호,90-94세,1,1,3,0,0,0
경기도 수원시 팔달구,방문간호,95세이상,1,1,1,0,0,0
경기도 수원시 팔달구,주야간보호,65-69세,0,2,6,2,1,0
경기도 수원시 팔달구,주야간보호,70-74세,0,5,12,12,9,1
경기도 수원시 팔달구,주야간보호,75-79세,1,0,22,40,19,3
경기도 수원시 팔달구,주야간보호,80-84세,0,5,32,82,22,3
경기도 수원시 팔달구,주야간보호,85-89세,1,3,28,50,15,2
경기도 수원시 팔달구,주야간보호,90-94세,0,3,14,23,2,1
경기도 수원시 팔달구,주야간보호,95세이상,0,1,4,3,0,0
경기도 수원시 팔달구,단기보호,65-69세,0,0,0,0,0,0
경기도 수원시 팔달구,단기보호,70-74세,0,0,0,0,0,0
경기도 수원시 팔달구,단기보호,75-79세,0,0,0,0,0,0
경기도 수원시 팔달구,단기보호,80-84세,0,0,0,0,0,0
경기도 수원시 팔달구,단기보호,85-89세,0,0,1,0,0,0
경기도 수원시 팔달구,단기보호,90-94세,0,0,0,0,0,0
경기도 수원시 팔달구,단기보호,95세이상,0,0,0,0,0,0
경기도 수원시 영통구,방문요양,65-69세,9,14,25,37,3,0
경기도 수원시 영통구,방문요양,70-74세,8,15,46,54,4,0
경기도 수원시 영통구,방문요양,75-79세,6,22,92,139,9,0
경기도 수원시 영통구,방문요양,80-84세,12,26,164,210,25,0
경기도 수원시 영통구,방문요양,85-89세,13,27,154,197,16,0
경기도 수원시 영통구,방문요양,90-94세,7,13,63,85,3,0
경기도 수원시 영통구,방문요양,95세이상,3,7,14,17,1,0
경기도 수원시 영통구,방문목욕,65-69세,1,1,0,1,0,0
경기도 수원시 영통구,방문목욕,70-74세,3,4,4,0,0,0
경기도 수원시 영통구,방문목욕,75-79세,1,5,8,7,0,0
경기도 수원시 영통구,방문목욕,80-84세,3,3,11,13,3,0
경기도 수원시 영통구,방문목욕,85-89세,3,3,7,15,0,0
경기도 수원시 영통구,방문목욕,90-94세,1,2,6,5,1,0
경기도 수원시 영통구,방문목욕,95세이상,0,3,0,1,0,0
경기도 수원시 영통구,방문간호,65-69세,2,0,1,0,0,0
경기도 수원시 영통구,방문간호,70-74세,1,1,2,0,0,0
경기도 수원시 영통구,방문간호,75-79세,0,3,3,4,0,0
경기도 수원시 영통구,방문간호,80-84세,1,1,7,4,1,0
경기도 수원시 영통구,방문간호,85-89세,3,2,2,4,2,0
경기도 수원시 영통구,방문간호,90-94세,2,2,1,2,0,0
경기도 수원시 영통구,방문간호,95세이상,0,0,0,0,0,0
경기도 수원시 영통구,주야간보호,65-69세,0,2,4,6,5,1
경기도 수원시 영통구,주야간보호,70-74세,1,3,12,16,7,3
경기도 수원시 영통구,주야간보호,75-79세,1,1,25,50,16,3
경기도 수원시 영통구,주야간보호,80-84세,3,3,43,89,37,9
경기도 수원시 영통구,주야간보호,85-89세,0,4,51,54,17,3
경기도 수원시 영통구,주야간보호,90-94세,0,0,20,26,7,0
경기도 수원시 영통구,주야간보호,95세이상,1,2,2,5,0,0
경기도 수원시 영통구,단기보호,65-69세,0,0,0,0,0,0
경기도 수원시 영통구,단기보호,70-74세,0,1,0,0,0,0
경기도 수원시 영통구,단기보호,75-79세,0,0,0,0,0,0
경기도 수원시 영통구,단기보호,80-84세,0,0,0,1,0,0
경기도 수원시 영통구,단기보호,85-89세,0,0,0,0,0,0
경기도 수원시 영통구,단기보호,90-94세,0,0,0,1,0,0
경기도 수원시 영통구,단기보호,95세이상,0,0,0,0,0,0
경기도 성남시 수정구,방문요양,65-69세,12,11,46,70,13,0
경기도 성남시 수정구,방문요양,70-74세,6,14,75,122,10,0
경기도 성남시 수정구,방문요양,75-79세,11,29,115,167,31,0
경기도 성남시 수정구,방문요양,80-84세,17,39,169,257,40,0
경기도 성남시 수정구,방문요양,85-89세,25,43,137,200,30,0
경기도 성남시 수정구,방문요양,90-94세,12,20,77,64,4,0
경기도 성남시 수정구,방문요양,95세이상,4,6,20,15,1,0
경기도 성남시 수정구,방문목욕,65-69세,2,1,2,1,0,0
경기도 성남시 수정구,방문목욕,70-74세,1,0,5,5,0,0
경기도 성남시 수정구,방문목욕,75-79세,0,2,3,6,0,0
경기도 성남시 수정구,방문목욕,80-84세,0,1,7,4,1,0
경기도 성남시 수정구,방문목욕,85-89세,1,3,3,7,1,0
경기도 성남시 수정구,방문목욕,90-94세,2,1,3,0,0,0
경기도 성남시 수정구,방문목욕,95세이상,2,0,1,0,0,0
경기도 성남시 수정구,방문간호,65-69세,1,3,0,0,0,0
경기도 성남시 수정구,방문간호,70-74세,1,1,0,1,0,0
경기도 성남시 수정구,방문간호,75-79세,2,4,3,2,2,0
경기도 성남시 수정구,방문간호,80-84세,2,5,2,4,0,0
경기도 성남시 수정구,방문간호,85-89세,5,4,4,5,0,0
경기도 성남시 수정구,방문간호,90-94세,0,1,1,0,0,0
경기도 성남시 수정구,방문간호,95세이상,1,0,0,0,0,0
경기도 성남시 수정구,주야간보호,65-69세,2,0,7,4,3,0
경기도 성남시 수정구,주야간보호,70-74세,0,2,27,23,11,4
경기도 성남시 수정구,주야간보호,75-79세,1,2,29,40,22,1
경기도 성남시 수정구,주야간보호,80-84세,2,5,48,78,33,3
경기도 성남시 수정구,주야간보호,85-89세,0,2,55,68,25,1
경기도 성남시 수정구,주야간보호,90-94세,3,7,20,22,5,0
경기도 성남시 수정구,주야간보호,95세이상,0,0,7,4,2,0
경기도 성남시 수정구,단기보호,65-69세,0,0,1,0,0,0
경기도 성남시 수정구,단기보호,70-74세,0,0,0,1,0,0
경기도 성남시 수정구,단기보호,75-79세,0,0,0,1,0,0
경기도 성남시 수정구,단기보호,80-84세,0,0,1,1,0,0
경기도 성남시 수정구,단기보호,85-89세,1,0,2,2,0,0
경기도 성남시 수정구,단기보호,90-94세,0,1,1,0,0,0
경기도 성남시 수정구,단기보호,95세이상,0,0,0,1,0,0
경기도 성남시 중원구,방문요양,65-69세,10,8,52,75,4,0
경기도 성남시 중원구,방문요양,70-74세,13,22,86,117,10,0
경기도 성남시 중원구,방문요양,75-79세,7,28,134,182,22,0
경기도 성남시 중원구,방문요양,80-84세,15,54,196,217,23,0
경기도 성남시 중원구,방문요양,85-89세,18,34,154,175,5,0
경기도 성남시 중원구,방문요양,90-94세,7,26,63,52,1,0
경기도 성남시 중원구,방문요양,95세이상,5,7,24,7,1,0
경기도 성남시 중원구,방문목욕,65-69세,0,1,0,0,0,0
경기도 성남시 중원구,방문목욕,70-74세,2,2,2,3,0,0
경기도 성남시 중원구,방문목욕,75-79세,1,1,4,5,0,0
경기도 성남시 중원구,방문목욕,80-84세,2,3,2,3,0,0
경기도 성남시 중원구,방문목욕,85-89세,2,1,8,5,0,0
경기도 성남시 중원구,방문목욕,90-94세,0,0,3,3,0,0
경기도 성남시 중원구,방문목욕,95세이상,0,2,2,1,0,0
경기도 성남시 중원구,방문간호,65-69세,1,3,2,0,0,0
경기도 성남시 중원구,방문간호,70-74세,1,2,1,3,0,0
경기도 성남시 중원구,방문간호,75-79세,4,1,0,2,1,0
경기도 성남시 중원구,방문간호,80-84세,1,3,4,2,0,0
경기도 성남시 중원구,방문간호,85-89세,1,2,2,2,0,0
경기도 성남시 중원구,방문간호,90-94세,1,1,0,0,0,0
경기도 성남시 중원구,방문간호,95세이상,0,0,0,0,0,0
경기도 성남시 중원구,주야간보호,65-69세,0,0,6,10,2,0
경기도 성남시 중원구,주야간보호,70-74세,1,6,15,20,4,0
경기도 성남시 중원구,주야간보호,75-79세,0,7,34,38,17,1
경기도 성남시 중원구,주야간보호,80-84세,2,9,52,60,15,3
경기도 성남시 중원구,주야간보호,85-89세,1,5,42,55,10,0
경기도 성남시 중원구,주야간보호,90-94세,0,2,13,19,2,0
경기도 성남시 중원구,주야간보호,95세이상,0,1,4,3,0,0
경기도 성남시 중원구,단기보호,65-69세,0,0,0,0,0,0
경기도 성남시 중원구,단기보호,70-74세,0,1,1,0,0,0
경기도 성남시 중원구,단기보호,75-79세,0,0,2,2,0,0
경기도 성남시 중원구,단기보호,80-84세,0,1,3,0,0,0
경기도 성남시 중원구,단기보호,85-89세,0,1,3,1,0,0
경기도 성남시 중원구,단기보호,90-94세,0,1,1,0,0,0
경기도 성남시 중원구,단기보호,95세이상,0,0,0,0,0,0
경기도 성남시 분당구,방문요양,65-69세,24,21,73,92,4,0
경기도 성남시 분당구,방문요양,70-74세,27,41,84,145,11,0
경기도 성남시 분당구,방문요양,75-79세,40,47,160,227,36,0
경기도 성남시 분당구,방문요양,80-84세,52,111,315,476,36,0
경기도 성남시 분당구,방문요양,85-89세,55,145,376,479,49,0
경기도 성남시 분당구,방문요양,90-94세,41,94,224,189,18,0
경기도 성남시 분당구,방문요양,95세이상,19,32,34,23,1,0
경기도 성남시 분당구,방문목욕,65-69세,4,0,4,4,0,0
경기도 성남시 분당구,방문목욕,70-74세,4,5,1,3,0,0
경기도 성남시 분당구,방문목욕,75-79세,5,2,4,5,0,0
경기도 성남시 분당구,방문목욕,80-84세,2,10,6,5,3,0
경기도 성남시 분당구,방문목욕,85-89세,3,4,16,7,1,0
경기도 성남시 분당구,방문목욕,90-94세,3,2,5,7,0,0
경기도 성남시 분당구,방문목욕,95세이상,2,2,1,0,0,0
경기도 성남시 분당구,방문간호,65-69세,4,3,3,1,0,0
경기도 성남시 분당구,방문간호,70-74세,2,3,0,5,0,0
경기도 성남시 분당구,방문간호,75-79세,4,6,3,6,0,0
경기도 성남시 분당구,방문간호,80-84세,10,5,16,6,1,0
경기도 성남시 분당구,방문간호,85-89세,4,5,8,8,0,0
경기도 성남시 분당구,방문간호,90-94세,6,3,1,4,0,0
경기도 성남시 분당구,방문간호,95세이상,1,1,0,0,0,0
경기도 성남시 분당구,주야간보호,65-69세,2,1,10,10,4,1
경기도 성남시 분당구,주야간보호,70-74세,0,4,15,21,13,1
경기도 성남시 분당구,주야간보호,75-79세,2,5,44,70,32,5
경기도 성남시 분당구,주야간보호,80-84세,2,15,90,123,51,11
경기도 성남시 분당구,주야간보호,85-89세,7,15,91,106,36,8
경기도 성남시 분당구,주야간보호,90-94세,3,4,41,54,9,0
경기도 성남시 분당구,주야간보호,95세이상,0,3,5,8,1,0
경기도 성남시 분당구,단기보호,65-69세,0,0,0,0,0,0
경기도 성남시 분당구,단기보호,70-74세,0,0,1,1,0,0
경기도 성남시 분당구,단기보호,75-79세,0,0,3,4,0,0
경기도 성남시 분당구,단기보호,80-84세,0,2,5,4,1,0
경기도 성남시 분당구,단기보호,85-89세,0,2,4,2,0,0
경기도 성남시 분당구,단기보호,90-94세,0,0,1,4,0,0
경기도 성남시 분당구,단기보호,95세이상,0,0,0,0,0,0
경기도 의정부시,방문요양,65-69세,14,18,97,149,28,1
경기도 의정부시,방문요양,70-74세,12,33,130,238,70,0
경기도 의정부시,방문요양,75-79세,16,43,228,454,144,0
경기도 의정부시,방문요양,80-84세,21,71,301,640,212,0
경기도 의정부시,방문요양,85-89세,14,62,276,512,139,0
경기도 의정부시,방문요양,90-94세,11,38,147,209,34,0
경기도 의정부시,방문요양,95세이상,3,14,27,34,7,0
경기도 의정부시,방문목욕,65-69세,2,1,10,2,0,0
경기도 의정부시,방문목욕,70-74세,3,3,12,11,1,0
경기도 의정부시,방문목욕,75-79세,4,6,15,16,2,0
경기도 의정부시,방문목욕,80-84세,3,6,22,28,4,0
경기도 의정부시,방문목욕,85-89세,0,8,21,12,4,0
경기도 의정부시,방문목욕,90-94세,3,6,11,7,0,0
경기도 의정부시,방문목욕,95세이상,0,4,4,0,0,0
경기도 의정부시,방문간호,65-69세,0,1,2,1,0,0
경기도 의정부시,방문간호,70-74세,0,3,2,1,0,0
경기도 의정부시,방문간호,75-79세,4,2,2,4,2,0
