"시·군·구별","등급별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"서울","5등급","계","급여이용수급자[명]","명","","684","2260","3541","5242","7098","8942","10108","11569","13066",
"서울","5등급","계","급여제공기관[개]","개","","471","1158","1608","2164","2714","3243","3558","3947","4329",
"서울","5등급","계","급여제공일수[일]","일","","30091","254432","445565","692778","991884","1306674","1568872","1725034","1970445",
"서울","5등급","계","급여비용[천원]","천원","","1318291","11171613","20564179","33381393","52642085","73803077","89634264","100550672","110921376",
"서울","5등급","계","공단부담금[천원]","천원","","1176690","9950974","18351629","29815797","47351918","67063530","81514084","91631056","100596958",
"서울","5등급","방문요양","급여이용수급자[명]","명","","206","622","1062","2178","3332","4412","5189","5958","6690",
"서울","5등급","방문요양","급여제공기관[개]","개","","147","290","442","812","1171","1515","1726","1916","2161",
"서울","5등급","방문요양","급여제공일수[일]","일","","7563","56871","100387","219941","378221","543288","693655","780280","897491",
"서울","5등급","방문요양","급여비용[천원]","천원","","269103","2029277","3622926","9064335","17926498","27247779","36149780","41829196","43421620",
"서울","5등급","방문요양","공단부담금[천원]","천원","","247805","1856225","3304008","8296515","16450596","25170580","33474752","38823134","39951477",
"서울","5등급","방문목욕","급여이용수급자[명]","명","","16","39","56","87","131","143","148","158","141",
"서울","5등급","방문목욕","급여제공기관[개]","개","","15","27","44","76","102","96","105","116","104",
"서울","5등급","방문목욕","급여제공일수[일]","일","","83","496","712","1486","1572","2162","2184","2278","2241",
"서울","5등급","방문목욕","급여비용[천원]","천원","","4661","25911","34171","82443","96348","130696","129385","145008","146059",
"서울","5등급","방문목욕","공단부담금[천원]","천원","","4121","22942","30659","74078","86927","118401","115331","129835","131258",
"서울","5등급","방문간호","급여이용수급자[명]","명","","15","27","37","66","106","126","152","125","85",
"서울","5등급","방문간호","급여제공기관[개]","개","","9","13","16","25","42","49","53","49","47",
"서울","5등급","방문간호","급여제공일수[일]","일","","63","209","308","1226","2020","2391","3463","3190","2101",
"서울","5등급","방문간호","급여비용[천원]","천원","","2725","8861","13562","61991","97997","118504","183412","173385","115960",
"서울","5등급","방문간호","공단부담금[천원]","천원","","2447","8338","12772","56987","92225","109723","170615","159588","104043",
"서울","5등급","주야간보호","급여이용수급자[명]","명","","417","1362","2021","2668","3410","4122","4503","4932","5485",
"서울","5등급","주야간보호","급여제공기관[개]","개","","189","409","516","612","732","829","919","1007","1042",
"서울","5등급","주야간보호","급여제공일수[일]","일","","19980","162956","270396","371853","484456","627999","726422","756825","831871",
"서울","5등급","주야간보호","급여비용[천원]","천원","","856559","7216524","12815965","18467175","26550470","37040804","42271597","44155869","49157446",
"서울","5등급","주야간보호","공단부담금[천원]","천원","","763407","6464862","11542723","16528754","23872176","33569749","38195098","39965985","44471322",
"서울","5등급","단기보호","급여이용수급자[명]","명","","11","54","73","91","114","94","60","77","78",
"서울","5등급","단기보호","급여제공기관[개]","개","","11","40","64","54","51","48","37","41","40",
"서울","5등급","단기보호","급여제공일수[일]","일","","130","2203","3664","4983","5699","4890","3555","6183","5665",
"서울","5등급","단기보호","급여비용[천원]","천원","","4602","81193","133130","194153","253223","224978","185522","324796","300537",
"서울","5등급","단기보호","공단부담금[천원]","천원","","4103","72576","117008","173592","225417","200702","169699","300126","276210",
"서울","5등급","복지용구","급여이용수급자[명]","명","","153","657","1105","1762","2317","3416","4072","4753","5147",
"서울","5등급","복지용구","급여제공기관[개]","개","","85","225","295","358","371","450","470","471","507",
"서울","5등급","복지용구","급여제공일수[일]","일","","0","0","0","","","-","0","0","-",
"서울","5등급","복지용구","급여비용[천원]","천원","","70969","257124","440038","696366","863849","1249190","1679910","2029373","2155331",
"서울","5등급","복지용구","공단부담금[천원]","천원","","64115","228629","393346","626331","781486","1140985","1537372","1862749","1968657",
"서울","5등급","노인요양시설","급여이용수급자[명]","명","","34","187","300","390","499","553","559","713","863",
"서울","5등급","노인요양시설","급여제공기관[개]","개","","34","162","255","306","371","398","398","493","553",
"서울","5등급","노인요양시설","급여제공일수[일]","일","","2002","27304","63529","82078","109273","115287","126381","159932","210779",
"서울","5등급","노인요양시설","급여비용[천원]","천원","","96946","1342023","3184872","4262806","6274768","7165619","8212874","10828597","14234068",
"서울","5등급","노인요양시설","공단부담금[천원]","천원","","79686","1113969","2680533","3588914","5340450","6198469","7113463","9418983","12421434",
"서울","5등급","노인요양공동생활가정","급여이용수급자[명]","명","","5","34","49","58","63","69","72","76","97",
"서울","5등급","노인요양공동생활가정","급여제공기관[개]","개","","4","39","49","59","66","72","75","70","94",
"서울","5등급","노인요양공동생활가정","급여제공일수[일]","일","","270","4393","6569","11211","10643","10657","13212","16298","19815",
"서울","5등급","노인요양공동생활가정","급여비용[천원]","천원","","12727","210701","319514","552123","578932","625508","821783","1061370","1356927",
"서울","5등급","노인요양공동생활가정","공단부담금[천원]","천원","","11007","183434","270580","470627","502640","554920","737754","967793","1240871",
"서울","5등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","2","6",
"서울","5등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","1","4",
"서울","5등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","48","482",
"서울","5등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","3076","33429",
"서울","5등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","2864","31687",
"서울","인지지원등급","계","급여이용수급자[명]","명","","","","","","581","1022","1092","1444","1662",
"서울","인지지원등급","계","급여제공기관[개]","개","","","","","","341","502","554","682","720",
"서울","인지지원등급","계","급여제공일수[일]","일","","","","","","19707","43426","48095","64335","78882",
"서울","인지지원등급","계","급여비용[천원]","천원","","","","","","1018367","2365060","2633977","3568205","4444692",
"서울","인지지원등급","계","공단부담금[천원]","천원","","","","","","919093","2138044","2383036","3239498","4027757",
"서울","인지지원등급","방문요양","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"서울","인지지원등급","방문요양","급여제공기관[개]","개","","","","","","","-","0","0","-",
"서울","인지지원등급","방문요양","급여제공일수[일]","일","","","","","","","-","0","0","-",
"서울","인지지원등급","방문요양","급여비용[천원]","천원","","","","","","","-","0","0","-",
"서울","인지지원등급","방문요양","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"서울","인지지원등급","방문목욕","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"서울","인지지원등급","방문목욕","급여제공기관[개]","개","","","","","","","-","0","0","-",
"서울","인지지원등급","방문목욕","급여제공일수[일]","일","","","","","","","-","0","0","-",
"서울","인지지원등급","방문목욕","급여비용[천원]","천원","","","","","","","-","0","0","-",
"서울","인지지원등급","방문목욕","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"서울","인지지원등급","방문간호","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"서울","인지지원등급","방문간호","급여제공기관[개]","개","","","","","","","-","0","0","-",
"서울","인지지원등급","방문간호","급여제공일수[일]","일","","","","","","","-","0","0","-",
"서울","인지지원등급","방문간호","급여비용[천원]","천원","","","","","","","-","0","0","-",
"서울","인지지원등급","방문간호","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"서울","인지지원등급","주야간보호","급여이용수급자[명]","명","","","","","","474","806","850","1139","1314",
"서울","인지지원등급","주야간보호","급여제공기관[개]","개","","","","","","240","338","374","465","520",
"서울","인지지원등급","주야간보호","급여제공일수[일]","일","","","","","","19455","42437","47299","63617","78720",
"서울","인지지원등급","주야간보호","급여비용[천원]","천원","","","","","","944736","2201216","2438848","3348032","4251136",
"서울","인지지원등급","주야간보호","공단부담금[천원]","천원","","","","","","852830","1993992","2209545","3041237","3853682",
"서울","인지지원등급","단기보호","급여이용수급자[명]","명","","","","","","4","3","1","1","5",
"서울","인지지원등급","단기보호","급여제공기관[개]","개","","","","","","4","3","1","1","5",
"서울","인지지원등급","단기보호","급여제공일수[일]","일","","","","","","21","11","4","7","36",
"서울","인지지원등급","단기보호","급여비용[천원]","천원","","","","","","929","532","188","385","2036",
"서울","인지지원등급","단기보호","공단부담금[천원]","천원","","","","","","801","476","164","385","1961",
"서울","인지지원등급","복지용구","급여이용수급자[명]","명","","","","","","149","308","348","452","487",
"서울","인지지원등급","복지용구","급여제공기관[개]","개","","","","","","95","159","174","213","193",
"서울","인지지원등급","복지용구","급여제공일수[일]","일","","","","","","","-","0","0","-",
"서울","인지지원등급","복지용구","급여비용[천원]","천원","","","","","","58968","100584","139293","169081","182466",
"서울","인지지원등급","복지용구","공단부담금[천원]","천원","","","","","","54245","91988","127109","155371","164542",
"서울","인지지원등급","노인요양시설","급여이용수급자[명]","명","","","","","","2","3","3","1","1",
"서울","인지지원등급","노인요양시설","급여제공기관[개]","개","","","","","","2","4","4","1","1",
"서울","인지지원등급","노인요양시설","급여제공일수[일]","일","","","","","","231","978","688","365","62",
"서울","인지지원등급","노인요양시설","급여비용[천원]","천원","","","","","","13733","62727","47913","25390","4405",
"서울","인지지원등급","노인요양시설","공단부담금[천원]","천원","","","","","","11217","51587","39591","20904","3627",
"서울","인지지원등급","노인요양공동생활가정","급여이용수급자[명]","명","","","","","","","-","1","1","1",
"서울","인지지원등급","노인요양공동생활가정","급여제공기관[개]","개","","","","","","","-","1","2","1",
"서울","인지지원등급","노인요양공동생활가정","급여제공일수[일]","일","","","","","","","-","104","346","64",
"서울","인지지원등급","노인요양공동생활가정","급여비용[천원]","천원","","","","","","","-","7734","25316","4649",
"서울","인지지원등급","노인요양공동생활가정","공단부담금[천원]","천원","","","","","","","-","6627","21600","3944",
"서울","인지지원등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","-",
"서울","인지지원등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","-",
"서울","인지지원등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","-",
"서울","인지지원등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","-",
"서울","인지지원등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","-",
"부산","계","계","급여이용수급자[명]","명","20522","22587","23991","27024","31410","35847","42136","47590","53861","61239",
"부산","계","계","급여제공기관[개]","개","2197","2311","2349","2619","2828","2989","3340","3528","3700","4220",
"부산","계","계","급여제공일수[일]","일","4226189","4411305","4675829","5082040","5882768","6636276","7895259","9196137","10556450","12102721",
"부산","계","계","급여비용[천원]","천원","168466046","183844009","201039652","219883466","259907861","327669820","412843780","490628251","571237226","658907451",
"부산","계","계","공단부담금[천원]","천원","148605470","162448457","178131597","195444520","231930917","294800960","375445441","446784650","522284820","603148607",
"부산","계","방문요양","급여이용수급자[명]","명","13140","14241","15253","17455","20625","23812","28035","32710","38120","43908",
"부산","계","방문요양","급여제공기관[개]","개","1100","1157","1142","1364","1472","1546","1731","1853","1962","2179",
"부산","계","방문요양","급여제공일수[일]","일","2432236","2595710","2797654","3117768","3740462","4277722","5120189","6077815","7155948","8334720",
"부산","계","방문요양","급여비용[천원]","천원","81440855","90909437","101177471","113067837","139135333","183193198","231082196","281423040","336791502","393581196",
"부산","계","방문요양","공단부담금[천원]","천원","72254343","80854617","90127006","101089122","125111859","166128679","211389739","257999245","309731340","361995021",
"부산","계","방문목욕","급여이용수급자[명]","명","2595","2267","1641","1506","1462","1449","1586","1839","2286","2878",
"부산","계","방문목욕","급여제공기관[개]","개","470","457","401","411","419","424","363","292","321","333",
"부산","계","방문목욕","급여제공일수[일]","일","74582","59428","46023","39312","37569","33146","33934","38963","47176","58388",
"부산","계","방문목욕","급여비용[천원]","천원","3092688","2531786","2054933","1824750","1862695","1754493","1983806","2513231","3204796","4188778",
"부산","계","방문목욕","공단부담금[천원]","천원","2718159","2225637","1805105","1608021","1653102","1568105","1796450","2288047","2932688","3839997",
"부산","계","방문간호","급여이용수급자[명]","명","186","206","201","326","445","523","648","696","857","1106",
"부산","계","방문간호","급여제공기관[개]","개","28","28","34","29","34","37","46","48","56","70",
"부산","계","방문간호","급여제공일수[일]","일","4950","4473","5207","6228","10903","12119","14875","17882","22135","29731",
"부산","계","방문간호","급여비용[천원]","천원","201166","191254","218157","262055","452095","568983","705055","873108","1092917","1520726",
"부산","계","방문간호","공단부담금[천원]","천원","176097","168654","193001","231692","403799","510479","640555","796282","996498","1383508",
"부산","계","주야간보호","급여이용수급자[명]","명","1298","1689","1903","2401","3255","4305","5835","7327","8672","10302",
"부산","계","주야간보호","급여제공기관[개]","개","175","222","265","308","362","429","596","674","697","831",
"부산","계","주야간보호","급여제공일수[일]","일","199087","214814","273902","339219","464716","629046","886172","1196199","1487679","1745672",
"부산","계","주야간보호","급여비용[천원]","천원","6662715","8543300","11420302","14724847","21516910","32737338","50167966","66952350","85728122","102859493",
"부산","계","주야간보호","공단부담금[천원]","천원","5853157","7566266","10160894","13154736","19174358","29372399","45493657","60761311","78194672","93978902",
"부산","계","단기보호","급여이용수급자[명]","명","43","35","19","21","24","19","54","26","46","22",
"부산","계","단기보호","급여제공기관[개]","개","25","21","19","19","18","16","14","8","6","10",
"부산","계","단기보호","급여제공일수[일]","일","2328","1882","1425","1341","1157","805","1910","2153","2087","665",
"부산","계","단기보호","급여비용[천원]","천원","86126","73321","57209","53447","49349","37553","96681","112987","113040","42378",
"부산","계","단기보호","공단부담금[천원]","천원","74590","63181","49721","46693","43012","33025","87992","105031","104297","38792",
"부산","계","복지용구","급여이용수급자[명]","명","9709","10843","12212","14171","16774","18810","23821","27119","31622","36137",
"부산","계","복지용구","급여제공기관[개]","개","334","349","381","421","457","479","508","502","544","617",
"부산","계","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"부산","계","복지용구","급여비용[천원]","천원","6010365","6064522","6942560","8103145","9048610","9774918","12696397","15087585","17969530","20577532",
"부산","계","복지용구","공단부담금[천원]","천원","5353001","5407223","6190638","7253894","8129696","8836848","11604060","13824203","16478869","18850688",
"부산","계","노인요양시설","급여이용수급자[명]","명","5110","5392","5384","5530","5802","6225","6634","6485","6441","6941",
"부산","계","노인요양시설","급여제공기관[개]","개","456","488","483","497","515","543","550","571","577","676",
"부산","계","노인요양시설","급여제공일수[일]","일","1279306","1436681","1465828","1504262","1558784","1621883","1771972","1797784","1774363","1858616",
"부산","계","노인요양시설","급여비용[천원]","천원","60670248","70936334","75014824","78222797","84407244","96225766","112174159","119685961","122052120","131107231",
"부산","계","노인요양시설","공단부담금[천원]","천원","53187713","62207302","66024954","68931393","74443175","85357323","100887724","107438211","109968233","118512145",
"부산","계","노인요양시설(구법)","급여이용수급자[명]","명","68","","","","","","","","","",
"부산","계","노인요양시설(구법)","급여제공기관[개]","개","25","","","","","","","","","",
"부산","계","노인요양시설(구법)","급여제공일수[일]","일","6809","","","","","","","","","",
"부산","계","노인요양시설(구법)","급여비용[천원]","천원","236506","","","","","","","","","",
"부산","계","노인요양시설(구법)","공단부담금[천원]","천원","195919","","","","","","","","","",
"부산","계","노인전문요양시설(구법)","급여이용수급자[명]","명","1042","","","","","","","","","",
"부산","계","노인전문요양시설(구법)","급여제공기관[개]","개","85","","","","","","","","","",
"부산","계","노인전문요양시설(구법)","급여제공일수[일]","일","94993","","","","","","","","","",
"부산","계","노인전문요양시설(구법)","급여비용[천원]","천원","4237626","","","","","","","","","",
"부산","계","노인전문요양시설(구법)","공단부담금[천원]","천원","3736343","","","","","","","","","",
"부산","계","노인요양공동생활가정","급여이용수급자[명]","명","542","498","382","283","297","275","275","273","253","311",
"부산","계","노인요양공동생활가정","급여제공기관[개]","개","138","149","126","98","100","89","85","86","80","89",
"부산","계","노인요양공동생활가정","급여제공일수[일]","일","123054","98317","85790","73910","69177","61555","66207","65341","65857","70578",
"부산","계","노인요양공동생활가정","급여비용[천원]","천원","5490795","4594055","4154196","3624589","3435624","3377572","3937520","3979989","4215091","4739262",
"부산","계","노인요양공동생활가정","공단부담금[천원]","천원","4775157","3955578","3580278","3128967","2971916","2994102","3545264","3572320","3815052","4286586",
"부산","계","노인요양시설(단기보호전환)","급여이용수급자[명]","명","152","","","","","","","","","",
"부산","계","노인요양시설(단기보호전환)","급여제공기관[개]","개","32","","","","","","","","","",
"부산","계","노인요양시설(단기보호전환)","급여제공일수[일]","일","8844","","","","","","","","","",
"부산","계","노인요양시설(단기보호전환)","급여비용[천원]","천원","336955","","","","","","","","","",
"부산","계","노인요양시설(단기보호전환)","공단부담금[천원]","천원","280989","","","","","","","","","",
"부산","계","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","25","51",
"부산","계","통합재가서비스","급여제공기관[개]","개","","","","","","","","","5","8",
"부산","계","통합재가서비스","급여제공일수[일]","일","","","","","","","","","1205","4351",
"부산","계","통합재가서비스","급여비용[천원]","천원","","","","","","","","","70107","290854",
"부산","계","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","63170","262969",
"부산","1등급","계","급여이용수급자[명]","명","2103","2115","2152","2364","2613","2611","2572","2339","2472","2749",
"부산","1등급","계","급여제공기관[개]","개","714","716","707","754","807","851","840","907","974","1130",
"부산","1등급","계","급여제공일수[일]","일","386017","365273","348399","363509","386761","378796","372340","360108","399052","444860",
"부산","1등급","계","급여비용[천원]","천원","18051437","17910941","17628764","18526540","20606696","22442649","23415349","23339432","26201846","30222222",
"부산","1등급","계","공단부담금[천원]","천원","15929998","15804090","15535546","16339859","18171806","19908842","21059327","20971235","23662814","27431439",
"부산","1등급","방문요양","급여이용수급자[명]","명","868","821","814","882","941","951","926","1064","1195","1404",
"부산","1등급","방문요양","급여제공기관[개]","개","373","377","380","419","454","508","508","560","611","723",
"부산","1등급","방문요양","급여제공일수[일]","일","159142","150876","149981","161362","170709","172974","173308","189862","224306","255748",
"부산","1등급","방문요양","급여비용[천원]","천원","5791565","5645485","5713481","6107960","6886368","8095036","8532040","9839113","11895902","14481743",
"부산","1등급","방문요양","공단부담금[천원]","천원","5124290","4995413","5050047","5398281","6113352","7253523","7724985","8895883","10800050","13195931",
"부산","1등급","방문목욕","급여이용수급자[명]","명","281","236","182","182","154","131","110","116","135","147",
"부산","1등급","방문목욕","급여제공기관[개]","개","163","152","123","117","106","89","74","59","58","75",
"부산","1등급","방문목욕","급여제공일수[일]","일","8489","6854","5392","4916","4253","3179","3006","2902","3185","3503",
"부산","1등급","방문목욕","급여비용[천원]","천원","345435","281016","223354","209970","191526","151714","148152","155919","189144","220148",
"부산","1등급","방문목욕","공단부담금[천원]","천원","305160","248233","197896","186410","169725","136442","135225","141901","173667","202680",
"부산","1등급","방문간호","급여이용수급자[명]","명","38","42","52","57","83","95","88","102","164","227",
"부산","1등급","방문간호","급여제공기관[개]","개","14","12","15","12","20","21","19","22","30","37",
"부산","1등급","방문간호","급여제공일수[일]","일","742","709","1296","1340","1967","2143","2179","3006","4249","6035",
"부산","1등급","방문간호","급여비용[천원]","천원","31157","30510","54635","55699","82192","99739","107344","151296","211018","310295",
"부산","1등급","방문간호","공단부담금[천원]","천원","27800","27225","48481","49055","72430","89182","95934","135740","192986","280473",
"부산","1등급","주야간보호","급여이용수급자[명]","명","11","9","7","15","26","27","26","28","27","29",
"부산","1등급","주야간보호","급여제공기관[개]","개","8","9","8","13","23","24","28","29","32","32",
"부산","1등급","주야간보호","급여제공일수[일]","일","1550","1133","913","1731","2390","2511","3369","2988","3268","3875",
"부산","1등급","주야간보호","급여비용[천원]","천원","57406","52368","42331","90870","138598","162874","237626","205649","229667","275604",
"부산","1등급","주야간보호","공단부담금[천원]","천원","49398","46370","38202","81098","122093","145600","212513","181986","209332","255746",
"부산","1등급","단기보호","급여이용수급자[명]","명","1","1","0","0","","","1","0","1","2",
"부산","1등급","단기보호","급여제공기관[개]","개","1","1","0","0","","","1","0","1","2",
"부산","1등급","단기보호","급여제공일수[일]","일","26","15","0","0","","","7","0","6","13",
"부산","1등급","단기보호","급여비용[천원]","천원","1133","654","0","0","","","390","0","417","1032",
"부산","1등급","단기보호","공단부담금[천원]","천원","963","556","0","0","","","331","0","369","988",
"부산","1등급","복지용구","급여이용수급자[명]","명","967","1062","1173","1374","1586","1617","1677","1565","1603","1777",
"부산","1등급","복지용구","급여제공기관[개]","개","125","145","146","155","163","169","153","159","173","189",
"부산","1등급","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"부산","1등급","복지용구","급여비용[천원]","천원","549233","600046","662741","762764","790506","790131","848865","855438","949374","1041739",
"부산","1등급","복지용구","공단부담금[천원]","천원","489383","534059","585869","674678","698602","704136","763857","767753","856901","939327",
"부산","1등급","노인요양시설","급여이용수급자[명]","명","838","830","771","794","833","801","748","604","660","752",
"부산","1등급","노인요양시설","급여제공기관[개]","개","165","165","148","152","159","148","150","162","151","172",
"부산","1등급","노인요양시설","급여제공일수[일]","일","186002","194235","182293","186486","200365","192892","185108","157489","157832","169506",
"부산","1등급","노인요양시설","급여비용[천원]","천원","9801990","10715745","10468761","10877115","12122803","12832568","13177005","11864626","12280092","13453526",
"부산","1등급","노인요양시설","공단부담금[천원]","천원","8632458","9444830","9215043","9582195","10653520","11304776","11797375","10608595","11026874","12152454",
"부산","1등급","노인요양시설(구법)","급여이용수급자[명]","명","9","","","","","","","","","",
"부산","1등급","노인요양시설(구법)","급여제공기관[개]","개","5","","","","","","","","","",
"부산","1등급","노인요양시설(구법)","급여제공일수[일]","일","779","","","","","","","","","",
"부산","1등급","노인요양시설(구법)","급여비용[천원]","천원","30737","","","","","","","","","",
"부산","1등급","노인요양시설(구법)","공단부담금[천원]","천원","25059","","","","","","","","","",
"부산","1등급","노인전문요양시설(구법)","급여이용수급자[명]","명","186","","","","","","","","","",
"부산","1등급","노인전문요양시설(구법)","급여제공기관[개]","개","42","","","","","","","","","",
"부산","1등급","노인전문요양시설(구법)","급여제공일수[일]","일","15559","","","","","","","","","",
"부산","1등급","노인전문요양시설(구법)","급여비용[천원]","천원","756264","","","","","","","","","",
"부산","1등급","노인전문요양시설(구법)","공단부담금[천원]","천원","675875","","","","","","","","","",
"부산","1등급","노인요양공동생활가정","급여이용수급자[명]","명","63","61","49","33","36","33","32","15","26","36",
"부산","1등급","노인요양공동생활가정","급여제공기관[개]","개","41","36","31","21","23","19","23","14","21","24",
"부산","1등급","노인요양공동생활가정","급여제공일수[일]","일","13021","11451","8524","7674","7077","5097","5363","3861","6206","6042",
"부산","1등급","노인요양공동생활가정","급여비용[천원]","천원","654730","585117","463461","422162","394702","310588","363927","267391","446233","426114",
"부산","1등급","노인요양공동생활가정","공단부담금[천원]","천원","572929","507404","400008","368141","342083","275183","329107","239377","402635","393555",
"부산","1등급","노인요양시설(단기보호전환)","급여이용수급자[명]","명","17","","","","","","","","","",
"부산","1등급","노인요양시설(단기보호전환)","급여제공기관[개]","개","8","","","","","","","","","",
"부산","1등급","노인요양시설(단기보호전환)","급여제공일수[일]","일","707","","","","","","","","","",
"부산","1등급","노인요양시설(단기보호전환)","급여비용[천원]","천원","31786","","","","","","","","","",
"부산","1등급","노인요양시설(단기보호전환)","공단부담금[천원]","천원","26683","","","","","","","","","",
"부산","1등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","1",
"부산","1등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","1",
"부산","1등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","138",
"부산","1등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","12022",
"부산","1등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","10284",
"부산","2등급","계","급여이용수급자[명]","명","4314","4395","4246","4502","4907","5123","5144","4924","5273","5875",
"부산","2등급","계","급여제공기관[개]","개","1081","1085","1056","1095","1188","1231","1291","1373","1513","1645",
"부산","2등급","계","급여제공일수[일]","일","817888","810985","780112","780211","826931","856107","888120","894838","960711","1032462",
"부산","2등급","계","급여비용[천원]","천원","36081764","37397199","37185971","37638796","41597319","47807614","52611798","54795505","59661871","66712543",
"부산","2등급","계","공단부담금[천원]","천원","31524917","32765228","32653924","33107431","36689196","42544338","47380469","49310919","54001612","60692552",
"부산","2등급","방문요양","급여이용수급자[명]","명","1828","1864","1797","1912","2193","2326","2354","2435","2891","3334",
"부산","2등급","방문요양","급여제공기관[개]","개","530","534","530","597","647","685","752","818","916","1002",
"부산","2등급","방문요양","급여제공일수[일]","일","298799","307023","306923","312724","353002","386224","415434","436082","507898","568125",
"부산","2등급","방문요양","급여비용[천원]","천원","10234484","10889109","11175814","11444311","13979055","17708349","20024145","21568046","25647037","30862761",
"부산","2등급","방문요양","공단부담금[천원]","천원","9012017","9605515","9875427","10153899","12446867","15897052","18160240","19572551","23336644","28165371",
"부산","2등급","방문목욕","급여이용수급자[명]","명","483","428","328","284","271","232","237","250","305","373",
"부산","2등급","방문목욕","급여제공기관[개]","개","232","217","173","141","141","132","109","96","116","119",
"부산","2등급","방문목욕","급여제공일수[일]","일","12443","10535","8329","7314","6778","5391","5109","5304","6317","7671",
"부산","2등급","방문목욕","급여비용[천원]","천원","515810","442262","365561","336460","331676","271127","272552","312050","397898","516307",
"부산","2등급","방문목욕","공단부담금[천원]","천원","452657","388601","321262","296553","294001","242179","244939","282670","362036","470407",
"부산","2등급","방문간호","급여이용수급자[명]","명","45","54","56","68","75","79","108","123","140","194",
"부산","2등급","방문간호","급여제공기관[개]","개","13","15","17","13","16","18","26","31","33","36",
"부산","2등급","방문간호","급여제공일수[일]","일","1004","1031","1288","1195","1394","1527","1781","2689","3188","4435",
"부산","2등급","방문간호","급여비용[천원]","천원","40587","44195","55732","50055","60790","74004","86527","135812","161122","231030",
"부산","2등급","방문간호","공단부담금[천원]","천원","35201","38868","48832","44289","54420","66435","78873","123326","146794","210814",
"부산","2등급","주야간보호","급여이용수급자[명]","명","74","72","58","79","122","154","182","182","200","259",
"부산","2등급","주야간보호","급여제공기관[개]","개","48","50","53","54","77","97","110","127","128","166",
"부산","2등급","주야간보호","급여제공일수[일]","일","8974","8269","5802","8708","14037","17366","22117","22152","26870","32962",
"부산","2등급","주야간보호","급여비용[천원]","천원","331752","381429","286468","429024","701763","988939","1385636","1385936","1733579","2189490",
"부산","2등급","주야간보호","공단부담금[천원]","천원","288609","338131","254828","380427","622986","890406","1255506","1255870","1578843","1992273",
"부산","2등급","단기보호","급여이용수급자[명]","명","6","11","3","2","4","2","5","3","5","6",
"부산","2등급","단기보호","급여제공기관[개]","개","6","8","3","2","4","2","2","1","1","4",
"부산","2등급","단기보호","급여제공일수[일]","일","408","413","136","136","373","163","193","287","314","73",
"부산","2등급","단기보호","급여비용[천원]","천원","16395","17572","5608","5619","16606","8333","10198","15772","18002","5707",
"부산","2등급","단기보호","공단부담금[천원]","천원","14427","15133","4793","4776","14222","7341","8957","14398","16592","5562",
"부산","2등급","복지용구","급여이용수급자[명]","명","1755","1896","1967","2185","2523","2726","2973","2898","3146","3584",
"부산","2등급","복지용구","급여제공기관[개]","개","165","192","193","206","211","199","204","201","227","248",
"부산","2등급","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"부산","2등급","복지용구","급여비용[천원]","천원","912148","975046","1053823","1149445","1256417","1378260","1613527","1640703","1833347","2053381",
"부산","2등급","복지용구","공단부담금[천원]","천원","807104","861464","932587","1020164","1113732","1227848","1456416","1482243","1658126","1856269",
"부산","2등급","노인요양시설","급여이용수급자[명]","명","1861","1886","1775","1807","1843","1829","1735","1586","1606","1678",
"부산","2등급","노인요양시설","급여제공기관[개]","개","256","263","249","237","246","257","242","253","251","254",
"부산","2등급","노인요양시설","급여제공일수[일]","일","422860","456470","436108","431484","432423","425211","425325","413405","403828","404257",
"부산","2등급","노인요양시설","급여비용[천원]","천원","20675596","23331275","23148849","23267074","24266386","26221574","28095381","28791756","29050872","29792469",
"부산","2등급","노인요양시설","공단부담금[천원]","천원","18020342","20394353","20282470","20380758","21294912","23197935","25169877","25748279","26164068","27033240",
