"시·군·구별","성별","등급별","자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"부산","여자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","365","422","466","533","659","1202","1275","1267","1449","1580",
"부산","여자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","33","23","27","34","34","45","42","38","31","47",
"부산","여자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","467","475","467","518","547","612","620","628","671","735",
"부산","여자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","9788","5822","6044","6825","7616","8403","9469","10103","11257","12412",
"부산","여자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","6268","3748","3895","4318","4745","4004","4515","4831","5095","5438",
"부산","여자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1555","1001","1028","1243","1455","2858","3254","3402","4120","4685",
"부산","여자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","130","78","83","88","93","101","101","111","120","145",
"부산","여자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1835","995","1038","1176","1323","1440","1599","1759","1922","2144",
"부산","여자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","5088","6313","7905","9888","12255","15421","18433","20677","22623",
"부산","여자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3201","3934","4847","6034","5750","7110","8653","9309","9843",
"부산","여자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","865","1038","1262","1537","3600","4597","5313","6596","7667",
"부산","여자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","60","72","94","114","130","164","181","215","227",
"부산","여자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","962","1269","1702","2203","2775","3550","4286","4557","4886",
"부산","여자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","478","692","926","1228","1645","2314","3120","3738","4038",
"부산","여자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","355","484","636","854","886","1225","1657","1836","1905",
"부산","여자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","62","108","142","176","491","686","893","1202","1388",
"부산","여자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3","13","11","11","11","22","30","27","23",
"부산","여자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","58","87","137","187","257","381","540","673","722",
"부산","여자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","363","548","684","790","825",
"부산","여자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","197","301","372","408","409",
"부산","여자","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","103","163","194","248","283",
"부산","여자","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","5","3","5","9","5",
"부산","여자","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","58","81","113","125","128",
"부산","여자","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","8238","8271","7697","7477","7229","7258","7092","6980","6805",
"부산","여자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","5151","5158","4800","4671","4460","4603","4612","4540","4461",
"부산","여자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","247","264","224","225","256","270","274","283","307",
"부산","여자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","117","116","97","90","81","84","80","68","62",
"부산","여자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","2723","2733","2576","2491","2432","2301","2126","2089","1975",
"부산","여자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4823","","","","","","","","","",
"부산","여자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3376","","","","","","","","","",
"부산","여자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","130","","","","","","","","","",
"부산","여자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","60","","","","","","","","","",
"부산","여자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1257","","","","","","","","","",
"부산","여자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2483","","","","","","","","","",
"부산","여자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1519","","","","","","","","","",
"부산","여자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","26","","","","","","","","","",
"부산","여자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","33","","","","","","","","","",
"부산","여자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","905","","","","","","","","","",
"부산","여자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","375","","","","","","","","","",
"부산","여자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","211","","","","","","","","","",
"부산","여자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1","","","","","","","","","",
"부산","여자","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8","","","","","","","","","",
"부산","여자","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","155","","","","","","","","","",
"대구","합계","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","20945","23006","24383","26470","29613","33449","37827","41385","46008","48779",
"대구","합계","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","13715","14838","15445","16789","18646","17052","19159","20992","22356","23148",
"대구","합계","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2526","3051","3523","3771","4541","9132","10563","11494","13869","15451",
"대구","합계","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","388","410","452","466","511","564","631","689","771","814",
"대구","합계","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4316","4707","4963","5444","5915","6701","7474","8210","9012","9366",
"대구","합계","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1339","1320","1285","1482","1575","1631","1600","1548","1742","1725",
"대구","합계","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","848","847","802","953","977","791","765","738","789","768",
"대구","합계","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","214","215","228","238","286","522","541","507","594","594",
"대구","합계","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","25","20","20","20","30","28","31","30","42","43",
"대구","합계","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","252","238","235","271","282","290","263","273","317","320",
"대구","합계","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2950","3016","2985","3111","3396","3658","3684","3747","4120","4025",
"대구","합계","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1925","1954","1864","1978","2115","1699","1744","1746","1860","1718",
"대구","합계","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","494","549","585","573","664","1300","1269","1317","1484","1545",
"대구","합계","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","42","40","42","49","54","62","62","62","70","77",
"대구","합계","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","489","473","494","511","563","597","609","622","706","685",
"대구","합계","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","10334","6995","7219","7518","8030","8790","9480","10220","11473","12001",
"대구","합계","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","6678","4502","4559","4764","5077","4294","4515","4929","5331","5494",
"대구","합계","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1664","1252","1351","1407","1580","2970","3299","3436","4076","4363",
"대구","합계","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","192","125","130","139","133","139","143","175","199","206",
"대구","합계","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1800","1116","1179","1208","1240","1387","1523","1680","1867","1938",
"대구","합계","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4751","5688","6682","8213","10318","12960","15142","17328","19170",
"대구","합계","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3069","3588","4166","5081","4937","6195","7314","8066","8632",
"대구","합계","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","732","952","1094","1464","3250","4087","4642","5666","6578",
"대구","합계","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","93","116","130","145","185","230","258","292","322",
"대구","합계","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","857","1032","1292","1523","1946","2448","2928","3304","3638",
"대구","합계","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","569","966","1467","1990","2509","3398","4407","5057","5598",
"대구","합계","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","429","674","993","1313","1293","1713","2218","2297","2535",
"대구","합계","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","77","154","235","322","746","987","1206","1596","1831",
"대구","합계","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","7","13","20","28","37","59","75","82","78",
"대구","합계","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","56","125","219","327","433","639","908","1082","1154",
"대구","합계","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","396","553","656","770","907",
"대구","합계","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","208","300","367","401","452",
"대구","합계","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","109","156","172","227","297",
"대구","합계","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","4","5","5","5","10",
"대구","합계","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","75","92","112","137","148",
"대구","합계","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","6355","6240","6210","6409","6147","6152","5665","5518","5353",
"대구","합계","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4037","3958","3935","4083","3830","3927","3680","3612","3549",
"대구","합계","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","226","253","224","225","235","224","214","226","243",
"대구","합계","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","125","131","108","121","109","101","84","81","78",
"대구","합계","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1967","1898","1943","1980","1973","1900","1687","1599","1483",
"대구","합계","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3537","","","","","","","","","",
"대구","합계","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2541","","","","","","","","","",
"대구","합계","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","119","","","","","","","","","",
"대구","합계","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","71","","","","","","","","","",
"대구","합계","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","806","","","","","","","","","",
"대구","합계","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2299","","","","","","","","","",
"대구","합계","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1441","","","","","","","","","",
"대구","합계","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","30","","","","","","","","","",
"대구","합계","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","44","","","","","","","","","",
"대구","합계","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","784","","","","","","","","","",
"대구","합계","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","486","","","","","","","","","",
"대구","합계","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","282","","","","","","","","","",
"대구","합계","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5","","","","","","","","","",
"대구","합계","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","14","","","","","","","","","",
"대구","합계","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","185","","","","","","","","","",
"대구","남자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5092","5595","5988","6536","7505","8690","9975","11044","12548","13563",
"대구","남자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3595","3862","4046","4432","5060","4768","5459","6027","6564","6993",
"대구","남자","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","549","681","771","805","980","2196","2514","2781","3464","3878",
"대구","남자","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","106","102","126","129","134","149","165","162","189","210",
"대구","남자","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","842","950","1045","1170","1331","1577","1837","2074","2331","2482",
"대구","남자","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","317","329","326","375","384","420","415","405","415","390",
"대구","남자","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","235","245","224","278","262","230","230","205","210","197",
"대구","남자","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","40","41","50","44","64","135","133","134","139","129",
"대구","남자","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","9","8","7","6","8","5","6","6","6","10",
"대구","남자","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","33","35","45","47","50","50","46","60","60","54",
"대구","남자","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","792","769","765","775","875","939","944","948","1006","951",
"대구","남자","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","567","536","524","539","606","484","501","501","512","462",
"대구","남자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","114","132","133","121","148","320","309","312","346","339",
"대구","남자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","12","12","13","14","7","10","10","11","11","15",
"대구","남자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","99","89","95","101","114","125","124","124","137","135",
"대구","남자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2592","1817","1846","1936","2131","2377","2529","2717","3133","3317",
"대구","남자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1816","1258","1250","1322","1468","1298","1346","1453","1631","1753",
"대구","남자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","360","299","311","308","366","725","787","846","1012","1062",
"대구","남자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","48","31","34","39","38","42","44","49","58","49",
"대구","남자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","368","229","251","267","259","312","352","369","432","453",
"대구","남자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1101","1374","1595","1975","2558","3296","3976","4705","5349",
"대구","남자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","773","945","1074","1336","1320","1714","2107","2384","2627",
"대구","남자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","134","191","230","281","778","959","1111","1413","1697",
"대구","남자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","20","32","40","41","46","63","60","68","85",
"대구","남자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","174","206","251","317","414","560","698","840","940",
"대구","남자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","151","220","364","515","634","896","1163","1479","1640",
"대구","남자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","115","170","259","348","365","487","632","719","773",
"대구","남자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","23","30","54","75","161","254","296","439","499",
"대구","남자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3","4","5","8","12","14","18","21","20",
"대구","남자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","10","16","46","84","96","141","217","300","348",
"대구","남자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","119","153","198","214","282",
"대구","남자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","66","93","113","100","139",
"대구","남자","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","30","34","45","69","90",
"대구","남자","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","-","-","1","2","5",
"대구","남자","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","23","26","39","43","48",
"대구","남자","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1428","1457","1491","1625","1643","1742","1637","1596","1634",
"대구","남자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","935","933","960","1040","1005","1088","1016","1008","1042",
"대구","남자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","52","56","48","46","47","38","37","46","62",
"대구","남자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","28","36","25","32","34","28","17","23","26",
"대구","남자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","413","432","458","507","557","588","567","519","504",
"대구","남자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","813","","","","","","","","","",
"대구","남자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","611","","","","","","","","","",
"대구","남자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","28","","","","","","","","","",
"대구","남자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","16","","","","","","","","","",
"대구","남자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","158","","","","","","","","","",
"대구","남자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","459","","","","","","","","","",
"대구","남자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","296","","","","","","","","","",
"대구","남자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","7","","","","","","","","","",
"대구","남자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","16","","","","","","","","","",
"대구","남자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","140","","","","","","","","","",
"대구","남자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","119","","","","","","","","","",
"대구","남자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","70","","","","","","","","","",
"대구","남자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","0","","","","","","","","","",
"대구","남자","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5","","","","","","","","","",
"대구","남자","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","44","","","","","","","","","",
"대구","여자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","15853","17411","18395","19934","22108","24759","27852","30341","33460","35216",
"대구","여자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","10120","10976","11399","12357","13586","12284","13700","14965","15792","16155",
"대구","여자","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1977","2370","2752","2966","3561","6936","8049","8713","10405","11573",
"대구","여자","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","282","308","326","337","377","415","466","527","582","604",
"대구","여자","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3474","3757","3918","4274","4584","5124","5637","6136","6681","6884",
"대구","여자","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1022","991","959","1107","1191","1211","1185","1143","1327","1335",
"대구","여자","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","613","602","578","675","715","561","535","533","579","571",
"대구","여자","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","174","174","178","194","222","387","408","373","455","465",
"대구","여자","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","16","12","13","14","22","23","25","24","36","33",
"대구","여자","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","219","203","190","224","232","240","217","213","257","266",
"대구","여자","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2158","2247","2220","2336","2521","2719","2740","2799","3114","3074",
"대구","여자","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1358","1418","1340","1439","1509","1215","1243","1245","1348","1256",
"대구","여자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","380","417","452","452","516","980","960","1005","1138","1206",
"대구","여자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","30","28","29","35","47","52","52","51","59","62",
"대구","여자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","390","384","399","410","449","472","485","498","569","550",
"대구","여자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","7742","5178","5373","5582","5899","6413","6951","7503","8340","8684",
"대구","여자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4862","3244","3309","3442","3609","2996","3169","3476","3700","3741",
"대구","여자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1304","953","1040","1099","1214","2245","2512","2590","3064","3301",
"대구","여자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","144","94","96","100","95","97","99","126","141","157",
"대구","여자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1432","887","928","941","981","1075","1171","1311","1435","1485",
"대구","여자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3650","4314","5087","6238","7760","9664","11166","12623","13821",
"대구","여자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","2296","2643","3092","3745","3617","4481","5207","5682","6005",
"대구","여자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","598","761","864","1183","2472","3128","3531","4253","4881",
"대구","여자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","73","84","90","104","139","167","198","224","237",
"대구","여자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","683","826","1041","1206","1532","1888","2230","2464","2698",
"대구","여자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","418","746","1103","1475","1875","2502","3244","3578","3958",
"대구","여자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","314","504","734","965","928","1226","1586","1578","1762",
"대구","여자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","54","124","181","247","585","733","910","1157","1332",
"대구","여자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4","9","15","20","25","45","57","61","58",
"대구","여자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","46","109","173","243","337","498","691","782","806",
"대구","여자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","277","400","458","556","625",
"대구","여자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","142","207","254","301","313",
"대구","여자","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","79","122","127","158","207",
"대구","여자","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","4","5","4","3","5",
"대구","여자","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","52","66","73","94","100",
"대구","여자","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4927","4783","4719","4784","4504","4410","4028","3922","3719",
"대구","여자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3102","3025","2975","3043","2825","2839","2664","2604","2507",
"대구","여자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","174","197","176","179","188","186","177","180","181",
"대구","여자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","97","95","83","89","75","73","67","58","52",
"대구","여자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1554","1466","1485","1473","1416","1312","1120","1080","979",
"대구","여자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2724","","","","","","","","","",
"대구","여자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1930","","","","","","","","","",
"대구","여자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","91","","","","","","","","","",
"대구","여자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","55","","","","","","","","","",
"대구","여자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","648","","","","","","","","","",
"대구","여자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1840","","","","","","","","","",
"대구","여자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1145","","","","","","","","","",
"대구","여자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","23","","","","","","","","","",
"대구","여자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","28","","","","","","","","","",
"대구","여자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","644","","","","","","","","","",
